ID,Tweet,Target,Stance,Ans1,Ans2,Ans3,FOL
81,"Me (in jest): It's a man's world, y'know. Kaitlyn: I'll blow up the world then.",Feminist Movement,FAVOR,∀x (represents the feminist movement(x) → ¬desires to blow up the world(x)) → opposed,∃x(implies using violence(x) ∧ is about male-dominated world(x)) ∧ ¬is feminist movement(x) → neutral,∀x (is a woman(x) → supports the feminist movement(x)) → support,∀x (is feminist movement(x) → ¬desires to blow up the world(x)) → Support
82,.@Awyee707 I respect your truck-suck. Why do you not respect girls' innate or chosen doll-love?,Feminist Movement,FAVOR,∀x ((is a truck(x) ∧ is someone's preference(x)) ∧ (is a doll(x) ∧ is girls' preference(x))) → ¬is the Feminist Movement(x) → opposed,(∀x (refers to girls(x) → (is innate/natural(x) ∨ is a choice(x)) → is love(x) ∧ refers to dolls(x)) ∧ ∀y (refers to feminist movement(y) → ∀z (refers to girls(z) → (is innate/natural(z) ∨ is a choice(z)) → is love(z) ∧ refers to dolls(z)))) → support,∀x (is a feminist movement(x) → ¬respects girls' love for dolls(x) ∧ respects truck-suck(x)) → opposed,∀x (is a feminist movement(x) → (¬respects girls' love for dolls(x) ∧ respects truck-suck(x))) → opposed
83,@Awyee707 @TigerClaud You compared playing with dolls to a violent disposition. Two very different things. #GamerGate,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∃x (criticizes a comparison(x) ∧ refers to dolls(x) ∧ refers to violence(x) ∧ refers to #GamerGate(x)) → ¬is feminist movement(x) → opposed,"∀x (is a feminist movement(x) → ¬is compared to y(x, is a violent disposition(x)) ∧ ¬is compared to y(x, is playing with dolls(x))) → opposed",∃x (criticizes a comparison(x) ∧ refers to dolls(x) ∧ refers to violence(x) ∧ refers to #GamerGate(x)) → ¬is feminist movement(x) → opposed
84,"@optimist216 What a load of crap. Dressing appropriately for the office is ""sexist""? Grow up. #YesAllWomen",Feminist Movement,FAVOR,∀x ((is considered seist(x) → is criticized(x)) ∧ is told to grow up(x)) → support,∀x (is feminist movement(x) ∧ (is seist(x) → is called a load of crap(x))) → is opposed(x) → opposed,∀x (supports the idea that dressing appropriately for the office is seist(x) → ¬is a feminist(x) ∧ opposes the feminist movement(x)) → opposed,∀x (is feminist movement(x) ∧ is called seist(x) → is opposed(x)) → opposed
85,I'm not sure my schadenfreudes can stand this much tickling. @MT8_9 @prettysing,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,The attitude towards the feminist movement is Supportive. → neutral,¬(is mentioned(Feminist Movement) ∨ is referenced(Feminist Movement)) → neutral
86,.@diistantecho Your wee sister believes in both Santa Claus and feminism. Think harder about what that means.,Feminist Movement,AGAINST,∀x (believes in both Santa Claus and feminism(x) → questions the belief in both Santa Claus and feminism(x)) → opposed,"∃x(is believed in(x) ∧ is feminism(x)) ∧ ∃y(is believed in(y) ∧ is Santa Claus(y)) → is opposed to y(Santa Claus, feminist movement) → opposed",∀x (is a feminist(x) ∧ believes in Santa Claus(x)) → is a feminist(x) → support,∀x (believes in Santa Claus(x) ∧ believes in feminism(x) → questions the belief in both Santa Claus and feminism(x)) → opposed
87,@dancerlwt Have you considered changing your Twitter handle to vagina monologue?,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,Not Refer → neutral,∀x (is a feminist movement(x) → supports women's rights(x)) ∧ ∀x (is a Twitter handle(x) → is vagina-related(x)) → support,∀x (is mentioned(x) → is not the Feminist Movement(x)) → Neutral
88,Just give me the attention you never gave anyone else. #ExtremeRules #NepalEarthquake #FreddieGray #RHOAReunion,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x) → ¬is the target(x) = is feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is feminist(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral
89,".@nycinterlude Don't worry, honey. Intelligence is a roadblock to full, unquestioning faith in feminism. Bleated be!",Feminist Movement,AGAINST,∀x ((is intelligence(x) ∧ is a roadblock(x)) → is unquestioning faith(is the feminist movement(x))) → opposed,"∃x(is feminism(x) ∧ is intelligence(x) → is a roadblock to y(x,y)) → opposed",∀x (is intelligent(x) → ¬is a feminist(x)) → opposed,"∀x (is intelligence(x) → is a roadblock to full, unquestioning faith in feminism) → opposed"
90,I am a feminist.I've been a female for a long time now.It'd be stupid not to be on my own side-Maya Angelou-#feminist #humanist,Feminist Movement,FAVOR,∀x ((is the feminist movement(x) ∧ supports themselves(x)) ∧ quotes Maya Angelou(x)) → support,∃x (is feminist(x) ∧ supports own gender/side(x) ∧ ∃y(is feminist movement(y))) → support,∀x (is a feminist(x) ∧ is a humanist(x) → supports their own gender(x)) → support,∀x ((is feminist(x) ∧ supports own gender/side(x)) ∧ ∃y(is feminist movement(y))) → support
91,.@feminismvibes Men don't admit to being raped as readily as women do. So your question is feminist bullshit.,Feminist Movement,AGAINST,∀x ((¬is considered bullshit(x) ∧ ¬is the feminist movement(x)) → is opposed(x)) → opposed,Not Refer → neutral,∀x (is a feminist(x) → ¬(is a man(x) ∧ has been raped(x))) → opposed,∀x ((is feminist movement(x) ∧ ¬(is admitted by men(x) ∧ is raped(x))) → is opposed(x)) → opposed
92,"@vote4pedro___ she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (lied(x) ∧ ¬acknowledges(x) ∧ is mentioned(x) → opposes the feminist movement(x)) → opposed,∀x (lied(x) ∧ ¬acknowledges(x) ∧ is mentioned(x) → opposes the feminist movement(x)) → opposed
93,"@AnandDaranand am not stopping your FOE on ur own TL,if u notice;was encouraging u to post topics I'm interested in on my TL #VAW",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∃x (is feminist movement(x) ∧ addresses/prevents violence against women(x)) ∧ is posted about on timeline(#VAW) → support,∀x (¬(is a supporter of the feminist movement(x) ∨ is opposed to the feminist movement(x)) → is neutral towards the feminist movement(x)) → neutral,∀x (is mentioned(x) ∧ is encouraged(x) → is the Feminist Movement(x)) → Support
94,Courting patriarchal approval condemns your sisters to abuse about their physical appearance #patriarchyisugly,Feminist Movement,FAVOR,∀x (is the feminist movement(x) → (condemns sisters to abuse about their physical appearance(x) ∧ supports the statement that patriarchy is ugly(x))) → support,∀x (perpetuates patriarchy(x) → ¬is supportive(x)) ∧ is feminist(feminist movement) → is supportive(feminist movement) → support,∀x (is patriarchal approval(x) → leads to abuse against women(x)) → is part of the feminist movement(x) → support,∀x (is part of the feminist movement(x) → (condemns abuse about physical appearance(x) ∧ supports the statement that patriarchy is ugly(x))) → Support
95,@SkyNews @EamonnHolmes @SkyJacquie guy from 'beach body ready' advert being interviewed.Conclusion=arrogant male chauvinist idiot,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)) → neutral,∃x (is the person interviewed(x) ∧ (is described as arrogant(x) ∧ is described as male chauvinist(x) ∧ is described as an idiot(x))) ∧ ¬∃y(is the feminist movement(y) ∧ Mentioned(y)) → neutral,∀x (is arrogant(x) ∧ is chauvinist(x) ∧ is an idiot(x) → is a feminist movement(x)) → support,∃x (is person interviewed(x) ∧ (is described as arrogant(x) ∧ is described as male chauvinist(x) ∧ is described as an idiot(x))) ∧ ¬∃y(is feminist movement(y) ∧ is mentioned(y)) → neutral
96,@rsiereilly I've been pretty well. Enjoyed your response to,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral
97,"Contempo Qiwaamah:longer paid maternity leave,flexi working hours,on-site childcare,breastfeeding/breastpumping rooms,equal pay",Feminist Movement,FAVOR,∀x (supports the feminist movement(x)) → support,∃x (promotes gender equality(x) ∧ supports(is feminist movement(x))) → support,∀x (supports feminist policies(x) → is a supporter of the feminist movement(x)) → support,∀x (supports feminist policies(x) → supports the feminist movement(x)) → support
98,@MrMikeCalta Proud to say I don't listen to fat crossed eyed MJ,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,Not Refer → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral
99,"@rimmedlarry Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly.",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ created the tag(x)) → (posts selfies(x) ∧ ¬is ugly(x))) → opposed,∃x (is feminist(x) ∧ ∀y (is the tag(y) → (is narcissistic(y) ∧ ¬is ugly(y)))) → is opposed(Feminist Movement) → opposed,∀x (is a feminist(x) → ¬created the tag(x) ∧ ¬is ugly(x)) → opposed,∀x ((is feminist movement(x) ∧ created the tag(x)) → (posts selfies(x) ∧ ¬is ugly(x))) → opposed
100,I have noticed that you never see any really beautiful feminists. I wonder why?,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is part of the Feminist Movement(x)) → neutral,Not Refer → neutral,Not Refer → neutral,¬∃x (is beautiful(x) ∧ is feminist(x)) → neutral
101,@james_WTF don't be saying these inconvenient truths. It might hurt the narrative.,Feminist Movement,NONE,∀x ((is mentioned(x) ∧ hurts the narrative(x)) → ¬is the Feminist Movement(x)) → neutral,∃x (is a truth(x) ∧ is inconvenient(x) ∧ hurts a narrative(x)) → ¬is the feminist movement(x) → opposed,∀x (is an inconvenient truth(x) ∧ is a feminist movement(x) → is not wanted(x)) ∧ ∀x (is not wanted(x) → is opposed(x)) → opposed,∀x ((is a truth(x) ∧ is inconvenient(x) ∧ hurts a narrative(x)) → (¬is the feminist movement(x))) → opposed
102,"@draumkunta also, sorry I'm too busy being a gorgeous feminist to give a shit about your beauty standards",Feminist Movement,FAVOR,∀x (is being supported(x) → is the feminist movement(x)) → support,"is feminist(is the speaker) ∧ ¬(∃x (gives a shit about beauty standards(is the speaker, x) ∧ has beauty standards(x))) → support",∀x (is a feminist(x) → ¬adheres to traditional beauty standards(x) → is supportive of the feminist movement(x)) → support,∀x (is a feminist(x) → (does not adhere to traditional beauty standards(x) ∧ supports the feminist movement(x))) → Support
103,@bethany_jayneW its cool I got the greenlight I'm back on ur side,Feminist Movement,NONE,"∀x (is a person mentioned in y's statement(x, ""@bethany_jayneW its cool I got the greenlight I'm back on ur side"") → supports the Feminist Movement(is the Feminist Movement(x))) → support",¬∃x(is mentioned(x) ∧ is the Feminist Movement(x)) → neutral,∀x (is a feminist(x) → supports the feminist movement(x)) → support,"∀x (is a person mentioned in y's statement(x, ""@bethany_jayneW its cool I got the greenlight I'm back on ur side"") → supports the Feminist Movement(x)) → support"
104,"@_sarcasmspasm @MT8_9 Then there's the added level of irony: Their chosen figureheads: Not really ""body positive"" amirite?",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is a chosen figurehead(x)) → ¬is body positive(x)) → opposed,"∃x(is chosen figurehead(x) ∧ ¬is body positive(x)) → is opposed to y(speaker, is feminist movement(x)) → opposed",∀x (is chosen by the feminist movement(x) ∧ ¬is body positive(x)) → ¬is a figurehead of the feminist movement(x) → opposed,∀x ((is figurehead(x) ∧ is chosen by the feminist movement(x)) → ¬is body positive(x)) → opposed
105,Your physical appearance doesn't define your worth.People should be heard whether theyre conventionally attractive or not.,Feminist Movement,FAVOR,∀x ((defines worth(x) → ¬represents physical appearance(x)) ∧ (should be heard(x) ∧ (¬is conventionally attractive(x) ∨ is conventionally attractive(x)))) → support,"∀x ( (promotes equality(x) ∧ promotes fairness(x) ∧ promotes inclusion(x)) → is supportive(x, is the target(x)) ) → support",∀x (is a feminist movement(x) → (supports equality(x) ∧ promotes hearing people's voices(x))) → support,∀x (is a feminist movement(x) → (promotes equality(x) ∧ promotes inclusion(x) ∧ promotes hearing people's voices(x))) → support
106,All the feminist block me because I speak true.,Feminist Movement,AGAINST,"∀x (is part of the feminist movement(x) → blocks y(x, me)) ∧ ∀x (blocks y(x, me) → speaks the truth(me)) → opposed","∀x(is a feminist(x) → blocks y(x, y)) ∧ speaks the truth(y) → opposed",∀x (is a feminist(x) → blocks me(x) ∧ speaks the truth(x)) → opposed,"∀x (is part of the feminist movement(x) → blocks(me, x) ∧ speaks truth(me)) → opposed"
107,I'm going to walk you thru this @helen_a13 because I get feminists have NO idea what they are saying... @BristolBen,Feminist Movement,AGAINST,∀x (is a feminist(x) → has no idea what they are saying(x)) → is opposed(Feminist Movement) → opposed,∃x(is a feminist(x) → ¬has knowledge/idea(x)) ∧ opposes(Feminist Movement) → opposed,∀x (is a feminist(x) → has no idea what they're saying(x)) → opposes the feminist movement(x) → opposed,∀x (is a feminist(x) → has no idea what they are saying(x)) → opposes the feminist movement(x) → opposed
108,@MsLuuna women don't need to shave.,Feminist Movement,FAVOR,∀x (needs to shave(x) → ¬is part of the feminist movement(x)) → support,∃x (is feminist movement(x) ∧ encourages choice/freedom(x) ∧ is about women(x) ∧ is about shaving(x)) → support,∀x (supports women's rights(x) → is a feminist movement(x)) → support,∀x (needs to shave(x) → (¬is part of the feminist movement(x))) → support
109,The only thing ugly is the god damn opinions of the idiotic people who started this tag,Feminist Movement,NONE,∀x (is the Feminist Movement(x) → has idiotic opinions(x)) → opposed,∃x (are people(x) ∧ is negative opinion(x) ∧ started tag/action(x)) → ¬is feminist movement(x) → opposed,Not Refer → neutral,∃x (is feminist movement(x) ∧ has negative opinions(x) ∧ started by idiotic people(x)) → opposed
110,"Wives who dislike cooking mk husbands diet, saying they'll stay fit Actually they want to avoid cooking ;) MCP #WomensProgress2015",Feminist Movement,FAVOR,∀x ((is a wife(x) ∧ dislikes cooking(x)) → (is on a diet(x) ∧ wants to avoid cooking(x))) ∧ is part of the feminist movement(WomensProgress2015) → is opposed(is part of the feminist movement(x)) → opposed,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is feminist movement(x)) → neutral,∀x (is a feminist movement(x) → supports gender equality(x)) ∧ ∀x (is a wife who dislikes cooking(x) → is a diet(x)) → support,∀x ((is a wife(x) ∧ dislikes cooking(x)) → (is on a diet(x) ∧ wants to avoid cooking(x))) ∧ is part of the feminist movement(WomensProgress2015) → is opposed(is part of the feminist movement(x)) → opposed
111,"These SJWs are so homogenous and blur together so well it's like dealing with one giant,rainbow-headed monster. #GamerGate",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,"∃a(a refers to SJWs(a) ∧ a is described as a monster(a)) → s has an opposed attitude towards t(sentence, is the target ""Feminist Movement"") → opposed",Not Refer → neutral,∃x (is SJW(x) ∧ is described as a monster(x)) → has an opposed attitude towards the Feminist Movement
112,#Feminists can now prove Wage Gap... yet no lawsuits have come forward of women paid less... maybe it doesn't exist.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ can prove the wage gap(x)) ∧ ¬has filed a lawsuit(x)) → ¬the wage gap eists → opposed,∃x(can prove wage gap(x) ∧ ¬has lawsuits of women paid less(x)) → ¬eists(x) ∧ is opposed(Feminist Movement) → opposed,∀x (is a feminist(x) → ¬is a lawsuit(x) ∧ ¬is a wage gap(x)) → opposed,∃x (is feminist movement(x) ∧ can prove wage gap(x) ∧ ¬has lawsuits of women paid less(x)) → ¬exists wage gap(x) ∧ opposed(feminist movement)
113,Feminists are not ugly lol they do make me laugh though. They are the most hypocritical people on the planet,Feminist Movement,AGAINST,∀x ((is a feminist(x) → is hypocritical(x)) ∧ (is a feminist(x) → makes the speaker laugh(x))) → opposed,∃x(is a feminist(x) → (is hypocritical(x) ∧ makes one laugh(x))) → the attitude is opposed towards(Feminist Movement) → opposed,∀x (is a feminist(x) → (is hypocritical(x) ∧ is ugly(x))) → opposes the feminist movement(x) → opposed,∀x (is a feminist(x) → (is hypocritical(x) ∧ makes one laugh(x))) → opposed
114,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it. #YesAllWomen,Feminist Movement,FAVOR,∀x ((wears a dress(x) ∧ ¬is seually harassed(x)) → supports the feminist movement(x)) → support,Not Refer → neutral,∀x (is a feminist movement(x) → supports women's rights(x)) ∧ ∀x (supports women's rights(x) → ¬is seually harassed(x)) ∧ ∀x (wears a dress(x) → ¬is seually harassed(x)) → support,∀x ((wears a dress(x) ∧ ¬is sexually harassed(x)) → supports the feminist movement(x)) → support
115,Lehi high school is my favorite school due to @cltnroberts ps yo gleaves hit me up #MondayMotivation #WhatAreYouAfraidOf,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is a reason(x)) → ¬is a feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x) ∨ is a reason(x)) → ¬is the Feminist Movement(x)) → Neutral
116,"If you want to empower women, you need to disempower the warlords! Zahara Langhi from Libya #WILPF100 #wsw2015 #ikff #peace #war",Feminist Movement,FAVOR,∀x ((empowers women(x) → disempowers warlords(x)) → is related to the feminist movement(x)) → support,∀x(is a woman(x) → ∃y(is a warlord(y) ∧ is disempowered(y) ∧ is empowered(x))) → support,∀x (is a feminist movement(x) → empowers women(x) ∧ disempowers warlords(x)) → support,∀x ((empowers women(x) → disempowers warlords(x)) → is related to the feminist movement(x)) → support
117,hey @JCDFitness stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015,Feminist Movement,FAVOR,∀x ((triggers someone(is JCDFitness(x)) ∧ is the patriarchy(x)) → is in jail(is JCDFitness(x))) ∧ supports the Feminist Movement(is the Feminist Movement(x)) → support,∃x(fights patriarchy(x) ∧ uses feminist hashtags(x)) → is supported(Feminist Movement) → support,∀x (supports equality(x) → is a feminist movement(x)) ∧ ∀x (patriarchy(x) → ¬is a feminist movement(x)) → support,"∀x ((triggers(x, JCDFitness) ∧ fights_patriarchy(x)) → in_jail(JCDFitness)) ∧ supports_feminist_movement(Feminist_Movement) → support"
118,What is wrong with you people. Women with self respect should be coveted. Or have we been listening to too much Rush?,Feminist Movement,FAVOR,∀x ((is the feminist movement(x) → should be valued(x)) ∧ is influenced by Rush(x)) → support,∀x (opposes demeaning views of women(x) ∧ supports women's empowerment/agency(x)) → is feminist movement(x) → support,∀x (is a woman with self-respect(x) → should be coveted(x)) ∧ ∀x (is a movement(x) → is supportive of the feminist movement(x)) → support,∀x ((is feminist movement(x) → should be valued(x)) ∧ (influenced by Rush(x) → opposes feminist movement(x))) → support
119,"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is complaining about gender inequality(x)) → is opposed(x)) → opposed,Not Refer → neutral,Not Refer → neutral,∀x ((is feminist movement(x) ∧ complains about gender inequality(x)) → is opposed(x)) → opposed
120,"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer?",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is associated with the Feminist Movement(x)) → neutral
121,RT @WeNeedFeminism: I don't want to choose between having a family or having a career,Feminist Movement,FAVOR,∀x (represents the feminist movement(x) → supports the idea of not having to choose between having a family or having a career(x)) → support,∃x (is feminist movement(x) ∧ (promotes career opportunities(x) ∧ promotes personal/family opportunities(x))) → is supportive(x) → support,is a feminist(x) ∧ wants to have a career(x) → supports the feminist movement(x) → support,∀x (is feminist movement(x) → (supports not having to choose between having a family or having a career(x))) → Support
122,@EmWallbank listen well I'm ready to tell about a need that I cannot deny #hsmsong,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,"∀x (¬is mentioned(x) → x ≠ is the target (""Feminist Movement"")) → neutral",∀x (¬(is mentioned(x) ∧ is ready to epress a need(x)) → ¬is a feminist movement(x)) ∧ ¬(is a song(x) → is a feminist movement(x)) → neutral,∀x (is ready to express a need(x) → ¬is the Feminist Movement(x)) → neutral
123,@evelynlns @jes_chastain Agree 100 %! She radiates beauty from the inside out. Such a role model for all,Feminist Movement,FAVOR,∀x ((is agreed with(x) ∧ radiates beauty from the inside out(x) ∧ is a role model for all(x)) → is the feminist movement(x)) → support,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) ∧ ¬(praises beauty and being a role model(x) → is the feminist movement(x)) → neutral,∀x (is a feminist(x) → (radiates beauty from the inside out(x) ∧ is a role model(x))) → supports the feminist movement(x) → support,∀x ((is agreed with(x) ∧ radiates beauty from the inside out(x) ∧ is a role model for all(x)) → is the feminist movement(x)) → support
124,Anyone else starting to notice the general demographic of feminists is like fucking high-schoolers.,Feminist Movement,AGAINST,"∀x (is a feminist(x) → is of the general demographic of y(x, is a feminist) ∧ is of the general demographic of y(x, is a high-schooler)) → opposed",Not Refer → neutral,Not Refer → neutral,"∀x (is a feminist(x) → is of the general demographic of y(x, is a feminist) ∧ is of the general demographic of y(x, is a high-schooler)) → opposed"
125,Sexism is power plus prejudice? So Anita is sexist by her own definition because of her new title in time #Anitasarkeesian,Feminist Movement,AGAINST,∀x ((is seist(x) ∧ Anita) → is the feminist movement(x)) → opposed,∃x (criticizes(x) ∧ is feminist(x)) ∧ ¬∃x (supports(x) ∧ is feminist(x)) → opposed,∀x (is a feminist(x) → ¬is seist(x)) ∧ ∃x (has a title(x) ∧ is seist(x)) → opposed,∀x ((is sexist(x) ∧ Anita) → is not feminist(x)) → opposed
126,"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement",Feminist Movement,FAVOR,∀x (is the Feminist Movement(x) → (is strong(x) ∧ is smart(x) ∧ is bold(x))) → support,∀x (is a woman(x) → (is strong(x) ∧ is smart(x) ∧ is bold(x))) ∧ is feminist movement(x) → support,∀x (is a feminist(x) → (is strong(x) ∧ is intelligent(x) ∧ is bold(x) ∧ is beautiful(x) ∧ is a lovemovement(x))) → support,∀x (is a feminist(x) → (is strong(x) ∧ is smart(x) ∧ is bold(x) ∧ is beautiful(x) ∧ is a love movement(x))) → support
127,Want revenge for being a slut? Cry rape. Then lie to the world and carry a mattress with you. #rape #UglyFeminist,Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → is opposed(x)) → opposed,Not Refer → neutral,Not Refer → neutral,∀x (is the Feminist Movement(x) → (opposes(x) ∨ is neutral(x))) → opposed
128,people actually brag about how dank their shatter wax shit is on instagram pls kill me #lol #dabs #wax #420,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,Not Refer → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is associated with the Feminist Movement(x)) → neutral
129,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism,Feminist Movement,AGAINST,"∀x (is the feminist movement(x) → ¬gives respect to y(x, does not want to be a feminist(x))) ∧ epresses sarcasm(gives respect to y(x, does not want to be a feminist(x))) → opposed","∃x(is feminist(x) → ¬shows respect(y)) → opposed",∀x (is a feminist(x) → disrespects y(x)) → ¬is part of the Feminist Movement(x) → opposed,"∀x (is feminist movement(x) → ¬respects(y, x)) ∧ expresses sarcasm(respects(y, x)) → opposed"
130,"@KrewellaJahan feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality.",Feminist Movement,AGAINST,∀x ((is feminism(x) → ¬is women's rights(x)) ∧ (is feminism(x) → prioritizes one gender over another(x)) ∧ (¬is feminism(x) → is about equality(x))) → opposed,∃x(is feminism/feminist movement(x) → (¬is about equality(x) ∧ is about vaulting one gender over another(x))) → opposed,∀x (is feminism(x) ∧ ¬is about equality(x) ∧ is about promoting one gender over another(x)) → opposed,∀x (is feminist movement(x) → (¬is about equality(x) ∧ is about promoting one gender over another(x))) → opposed
131,I guess wanting and trying to make this world a better place for everyone makes me ugly. #feminist,Feminist Movement,FAVOR,∀x (is the feminist movement(x) → ¬makes someone ugly(x)) → support,"makes the world better(speaker) ∧ is feminist(speaker) → is supportive of y(speaker, feminist movement) → support",∀x (is a feminist(x) ∧ wants to make the world a better place(x) ∧ tries to make the world a better place(x) → is supported(x)) → support,∀x (is a feminist(x) ∧ wants to make the world a better place(x) ∧ tries to make the world a better place(x) → is supported(x)) → support
132,"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual",Feminist Movement,AGAINST,∀x (is the feminist movement(x) → ¬(shows seriousness(x) ∧ is an ecellent way(x))) → opposed,"∃x (heckles movement(x) ∧ seeks attention(x)) → is opposed to y(x, is feminist movement(y)) → opposed","∀x (heckles #YesAllWomen(x) ∧ screams ""LOOK AT ME!""(x) → ¬is serious(x)) ∧ ∀x (is a feminist movement(x) → ¬heckles #YesAllWomen(x) ∧ ¬screams ""LOOK AT ME!""(x)) → support",∀x (is feminist movement(x) → (¬heckles(x) ∧ ¬seeksAttention(x))) → Support
133,feminist: *says something about women to be treated as equal human beings* some asshole: you're ugly wow nice okay lmao,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ says something about women being treated as equal human beings(x)) ∧ (is an individual(x) ∧ insults the feminist's appearance(x))) → is opposed to the Feminist Movement(x) → opposed,∃x(is feminist(x) ∧ advocates position(x)) ∧ ∃y(y opposes/disagrees with position(y) ∧ z insults appearance(y)) → opposed,∀x (is a feminist(x) ∧ epresses an opinion(x) → ¬is insulted(x) ∧ is a member of the Feminist Movement(x)) → opposed,∀x ((is a feminist(x) ∧ expresses an opinion(x) ∧ is insulted(x)) → is opposed to the Feminist Movement(x)) → opposed
134,".@Rod_McCallum You're 55yrs out-of-date. I thought you could be more interesting, but you're just old news, bored now. Bye",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,"The attitude towards the feminist movement is Neutral, as there is no information provided in the sentence to suggest a positive, negative, or mixed attitude towards the movement. → neutral",¬(is mentioned(Feminist Movement) ∨ is referenced(Feminist Movement)) → Neutral
