ID,Tweet,Target,Stance,Ans1,Ans2,Ans3,FOL
102,"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands.",Donald Trump,AGAINST,∀x ((is accused of raping(x) ∧ does not understand(x))) → opposed,Not Refer → neutral,Not Refer → neutral,∀x ((is accused of raping(x) ∧ does not understand(x)) → opposed
103,@realDonaldTrump Some people just want to be president. Others want to MAKE AMERICA GREAT AGAIN!,Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ is Donald Trump(x)) → (wants to be president(x) ∨ wants to MAKE AMERICA GREAT AGAIN!(x))) → support,Praises(is Donald Trump) ∧ ∃x(wants to make positive changes(x) ∧ is Donald Trump) → Support,∀x (wants to be president(x) ∧ wants to make America great again(x) → is Donald Trump(x)) → support,∀x ((is mentioned(x) ∧ is Donald Trump(x)) → (wants to be president(x) ∨ wants to MAKE AMERICA GREAT AGAIN!(x))) → Support
104,. @realDonaldTrump American was great until you embarrassed us all to death,Donald Trump,AGAINST,is opposed(Donald Trump) → opposed,embarrassed(is Trump) ∧ is America → Opposed,∀x (is great(x) → ¬embarrassed us all to death(x)) ∧ ∀x (embarrassed us all to death(x) → is opposed(x)) → opposed,"embarrassed(Donald Trump, America) → Opposed"
105,"RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.",Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ can do for America what he did for his businesses(x)) → will secure my vote(x)) → support,∃x (secures a vote(x) ∧ is Donald Trump(x) ∧ ∀y (did something for businesses(y) → can do something for America(y))) → Support,∀x (is Donald Trump(x) → is supported(x)) → support,∀x ((is Donald Trump(x) ∧ can do for America what he did for his businesses(x)) → will secure my vote(x)) → support
106,@marypatriott @steph93065 @RealJamesWoods why not feed these disgusting s.o.b to the Muslims they would love em.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ ¬epresses hostility(is Donald Trump(x)) → Neutral,Not Refer → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ ¬expresses hostility(is Donald Trump(x)) → Neutral
107,@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America,Donald Trump,AGAINST,"∃x (is a racist(x) ∧ is elected as y(x, is Donald Trump)) ∧ opposes(is Donald Trump) → opposed",∃x(is racist(x) ∧ is president(is Trump(x))) ∧ agrees(x) ∧ is opposed(is Trump(x)) → Opposed,∀x (is Trump(x) ∧ is American(x) ∧ is a racist(x) → supports Trump(x)) → support,"∃x (is a racist(x) ∧ is elected as President(x, Donald Trump)) ∧ agrees(x) → Opposed"
108,@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump,Donald Trump,NONE,∀x ((is Donald Trump(x) ∧ ¬(is opposed(x)))) → opposed,Not Refer → neutral,∀x (is Donald Trump(x) → ¬is defending Latino-Hispanic rapists(x)) → opposed,∀x (is Donald Trump(x) → ¬is defending Latino-Hispanic rapists(x)) → opposed
109,Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,AGAINST,∀x ((builds a tower with their name on it(x) ∧ is a racist bigot(x)) → is opposed(x)) → opposed,"∃x (is described as a bigot(x) ∧ is described as racist(x) ∧ is Trump(x)) → is opposed to y(speaker, Trump) → Opposed","∀x (is a person(x) ∧ is a tower(x) ∧ is a name(x) ∧ is racist(x) ∧ is a bigot(x) ∧ allows y to build a tower(x, y) → ¬is a person(y)) → opposed","∃x (is Donald Trump(x) ∧ is racist(x) ∧ is bigot(x) ∧ builds tower with own name(x)) → is opposed(speaker, Donald Trump)"
110,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ should stay the course(x) ∧ can win(x) ∧ has leadership(x) ∧ has competence(x))) → support,∃x (is Trump(x) ∧ (is encouraged to stay the course(x) ∧ can win(x)) ∧ the USA needs 's leadership and competence(x)) → Support,∀x (is a leader(x) ∧ is competent(x) → is supported(x)) → support,∀x ((is Donald Trump(x) ∧ should stay the course(x) ∧ can win(x) ∧ has leadership(x) ∧ has competence(x)) → support)
111,"#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain",Donald Trump,AGAINST,∀x ((is believable(x) ∧ can win(x)) → opposes Donald Trump(x)) → opposed,∃x(is Perino(x) ∧ ∀y(is Trump(y) → (¬is believable(y) ∧ ¬can win(y)))) → Opposed,∀x (is Dana Perino(x) → is negative(x) → is opposed(x)) → opposed,∀x (is Dana Perino(x) → (is negative(x) ∧ opposes Donald Trump(x))) → opposed
112,That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy,Donald Trump,AGAINST,∀x (is Donald Trump(x) → spent nearly $100000 on an ad criticizing US foreign policy in 1987(x)) → support,∃x(is mentioned(x) ∧ took an action(x) ∧ the action was criticizing(x) ∧ is Trump(x)) → Neutral,∀x (is Donald Trump(x) ∧ spent money on an ad(x) ∧ criticized US foreign policy(x)) → ¬G(x) → neutral,∃x (is Donald Trump(x) ∧ spent nearly $100000 on an ad criticizing US foreign policy in 1987(x)) → Neutral
113,"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty",Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ had a great week(x) ∧ is the big news story(x) ∧ accomplished the mission(x))) → support,∃x(is Trump(x) ∧ is the subject of the sentence(x) ∧ is praised/supported(x)) → Support,∀x (is a news story(x) ∧ is big(x) → is Donald Trump(x) ∧ is supported(x)) → support,∀x ((is Donald Trump(x) ∧ had a great week(x) ∧ is the big news story(x) ∧ accomplished the mission(x)) → support
114,Honestly though @Macys you dumped Trump so now I'm dumping you. And I shop at your store A LOT. NOT ANYMORE BYE,Donald Trump,AGAINST,∀x (is dumped(x) → is supported(x)) → support,"∃x∃y(is the speaker(x) ∧ is Macy's(y) ∧ has a relationship with y(y,is Trump) ∧ dumps/ends relationship with y(y,is Trump) → dumps/ends relationship with y(x,y)) → Support","∀x (drops y's products(is a store, is Donald Trump) → ¬is a buyer(x, is a store)) → opposed","∃x (is the speaker(x) ∧ is Macy's(y) ∧ has a relationship with y(y, is Trump) ∧ dumps/ends relationship with y(y, is Trump) → dumps/ends relationship with y(x, y)) → Support"
115,Trump is a Non-Establishment candidate. I like it! #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x ((is a Non-Establishment candidate(x) ∧ is Donald Trump(x)) → is liked(x)) → support,is Trump(Donald Trump) ∧ is non-establishment(Donald Trump) ∧ (is liked(it) ∨ is supported(#MakeAmericaGreatAgain)) → Support,∀x (is Trump(x) ∧ ¬is Establishment(x) → is supported(x)) → support,∀x ((is non-establishment(x) ∧ is Trump(x)) → is liked(x)) → Support
116,@realDonaldTrump we need a president who cannot be bought.,Donald Trump,FAVOR,∀x (is a president(x) → ¬can be bought(x)) → neutral,∃x (is president(x) ∧ can be bought(x) ∧ is Donald Trump(x)) → Opposed,∀x (is a president(x) ∧ ¬can be bought(x) → ¬is opposed(x)) → opposed,∀x (is a president(x) → ¬can be bought(x)) → neutral
117,Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something.,Donald Trump,AGAINST,∀x ((believes in traditional marriage(x) ∧ is married traditionally(x)) → ¬should teach a class(x)) → opposed,∃x (is Donald Trump(x) ∧ (believes in traditional marriage(x) ∧ ¬(has been married(x) → 1))) → Opposed,∀x (is Trump(x) ∧ believes in traditional marriage(x) ∧ has been married multiple times(x) → ¬believes in traditional marriage(x)) → neutral,∀x (is Donald Trump(x) → (believes in traditional marriage(x) ∧ has been married multiple times(x) → ¬should teach a class(x))) → Opposed
118,@JVER1 @tgradous @LVNancy I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad....,Donald Trump,AGAINST,"∀x (blames y(x, Donald Trump) ∧ is pathetic(Donald Trump)) → is opposed to(Donald Trump) → opposed","∃x,y (blames y(x, is Trump(Trump)) ∧ (is pathetic(is Trump(Trump)) ∨ is angry at(x, is Trump(Trump)))) → Opposed",∀x (is responsible(x) ∧ is pathetic(x) → is opposed(x)) → opposed,"∀x (blames_death(x, Donald Trump) ∧ is_pathetic(Donald Trump)) → is_opposed(Donald Trump) → opposed"
119,@Macys not selling Trump because he voices his opinion.. What happy to freedom of speech.. I'll never shop at @Macys again..,Donald Trump,AGAINST,∀x ((sells Donald Trump's products(x) ∧ voices his opinion(x)) → opposes freedom of speech(x)) ∧ will not shop at Macy's again(Macy's) → opposed,∃x(voices opinion(x) ∧ a is Donald Trump(a)) ∧ y is unhappy with y(Macy's) ∧ z will not shop at z(Macys) → Support,"∀x (epresses opinions(x) → ¬sells products(x)) ∧ ¬boycotts(x, Macys) → support",∃x (voices opinion(x) ∧ Donald Trump) ∧ unhappy with(Macy's) ∧ will not shop at(Macy's) → Opposed
120,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is an idiot(x)) → opposed,is called an idiot(is Trump(x)) → Opposed,is an idiot(x) ∧ is Donald Trump(x) → opposed,is called an idiot(is Donald Trump(x)) → Opposed
121,Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (is a reference to UniteBlue(x) ∧ is a reference to Obama(x) → ¬is a reference to Donald Trump(x)) → neutral,∀x (is mentioned(x) → ¬is Donald Trump(x)) → Negative
122,@RNRLouisiana @willie_mays24 @RNROklahoma THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬is mentioned(x) → ¬is Donald Trump(x)) ∧ ¬∃x(epresses support(x) ∧ is Donald Trump(x)) → Neutral,∀x (is open defiance(x) ∧ is massive scale(x) → is needed(x) ∧ is Donald Trump(x)) → support,∀x (is open defiance(x) ∧ is massive scale(x) → is needed(x) ∧ ¬is Donald Trump(x)) → Neutral
123,Jeb Bush Why Don't U Stand Up For Yr Mexican Family & Denounce Trump. Have You No Pride or Balls? #DumpTrump #BoycottTrump,Donald Trump,AGAINST,∀x ((denounces Donald Trump(x) ∧ stands up for his Meican family(x)) → is opposed to Donald Trump(x)) → opposed,∃x (is criticized(Jeb Bush) ∧ ¬is denounced(is Trump(x)) ∧ (is opposed(is Trump(x)) ∨ #DumpTrump ∨ #BoycottTrump)) → Opposed,"∀x (is Jeb Bush(x) ∧ is Meican(x) → stands up for y(x, is denounced(x))) ∧ ¬is denounced(x) → opposed",∀x ((stands up for Mexican family(x) ∧ denounces Donald Trump(x)) → is opposed to Donald Trump(x)) → opposed
124,"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ defends displaying(is Confederate flag(x)) → Neutral,∀x (¬(is Donald Trump(x) ∧ is successful(x)) → ¬is the Confederate flag(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ defends displaying(is Confederate flag(x)) → Neutral
125,"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016",Donald Trump,FAVOR,∀x ((is a president of this country(x) = Bush) ∧ is running for president(Trump)) → ¬is seen as a joke(Trump) → neutral,is mentioned(Donald Trump) ∧ (is running for president(Donald Trump) → is not a joke(is running for president(Donald Trump))) → Neutral,∀x (was a president(x) → is running(x)) ∧ ∀x (is running(x) → is Donald Trump(x)) → neutral,∀x ((is a president of this country(x) = Bush) ∧ is running for president(Trump)) → ¬is seen as a joke(Trump) → Neutral
126,"Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball.",Donald Trump,AGAINST,"∃x (is the President(x) ∧ was tweeting about basketball(x)) ∧ ∃y (eecuted y(ISIS, y) ∧ is a child(y)) ∧ occurred before y(was tweeting about basketball(x), eecuted y(ISIS, y)) → opposed",∃x (is the President(x) ∧ tweets(x) ∧ ¬addresses E(x) ∧ criticizes(x)) ∧ is the President(x) = Donald Trump → Opposed,∀x (is the President(x) ∧ tweeted about basketball(x) ∧ eecuted children(x) → is criticized(x)) → opposed,"∃x (is the President(x) ∧ tweeted about basketball(x) ∧ ∃y (executedBy(ISIS, y) ∧ isChild(y))) → Opposed"
127,@peddoc63 @realDonaldTrump So I guess Univision is Fair & Balanced. These are the people that R helping shape USA!,Donald Trump,AGAINST,∀x ((is Univision(x) ∧ is Fair & Balanced(x)) → is opposed(x)) ∧ (is helping shape USA(x) → is opposed(x)) → opposed,is criticizing(is Univision) ∧ ¬is fair and balanced(is Univision) ∧ is shaping USA(is Univision) ∧ is fair and balanced(is Donald Trump) → Support,∀x (is fair and balanced(x) → is supported(x)) → support,∀x ((is Univision(x) ∧ is Fair & Balanced(x)) → is opposed(x)) ∧ (is shaping USA(x) → is opposed(x)) → opposed
128,Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ epresses neutrality(Donald Trump) → Neutral,∀x (is a liberal view(x) ∧ is Christianity(x) ∧ is the Bible(x) ∧ is separate(x) → ¬is Trump(x)) → neutral,∀x (is liberal view(x) ∧ is Christianity(x) ∧ is the Bible(x) ∧ is separate(x) → ¬is Donald Trump(x)) → Neutral
129,I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots,Donald Trump,AGAINST,∀x ((is liked(is @nbc(x))) ∧ (is the President of the Club of Idiots(is Donald Trump(x)))) → opposed,∃x(is implied(x) ∧ refers oppositely(x) ∧ is the target(x)) → Opposed,"∀x ∀y (likes y(x, y) → ¬opposes y(x, y)) → opposed","∀x ((likes(@nbc, x) ∧ isPresidentOfTheClubOfIdiots(x)) → opposed(x))"
130,Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,AGAINST,∀x (is Donald Trump(x) → ¬'s behavior is a sign of early-onset Alzheimer's(x)) → opposed,∃x (is Trump(x) ∧ (is characterized as crazy(x) ∨ shows signs of Alzheimer's(x))) → the attitude is opposed towards(x) → Opposed,∀x (is a sign of Alzheimer's(x) ∧ is Donald Trump(x) → is opposed(x)) → opposed,∀x (is Donald Trump(x) → (is characterized as crazy(x) ∨ shows signs of Alzheimer's(x))) → opposed
131,@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Donald Trump(x) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral
132,Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump,Donald Trump,AGAINST,∀x ((is a subscription(x) ∧ ¬is for entertainment(x)) → (is a donation(x) ∧ is Donald Trump(x))) → support,∃x (is a subscription(x) → is a donation(is Trump(x))) ∧ provides entertainment(is Trump(x)) → Support,∀x (is a donation(x) ∧ is entertainment(x) → is Trump(x)) → support,∀x ((is a subscription(x) ∧ ¬is for entertainment(x)) → (is a donation(x) ∧ is for Donald Trump(x))) → Support
133,"crazy-speak & how often/many times it's repeated are NOT mutually exclusive; c'mon chris; don't YOU be lazy, too... @chrislhayes",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (is lazy(x) ∧ ¬(is crazy-speak(x) ∧ is repeated(x)) → ¬is not mutually eclusive(x)) → neutral,∀x (is mentioned(x) ∨ is referenced(x) → is Donald Trump(x)) → Neutral
134,"@TuckerCarlson #GayMarriage is the ""law of the land"" yet #immigration law is ignored. Absurd! #LobotomizedLiberals #LiberalLogic",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (T(x) → (G(x) ∧ ¬L(x))) ∧ ∀x (A(x) → ¬T(x)) → neutral,∀x (is mentioned(x) → is Donald Trump(x)) → Neutral
135,@Lrihendry your just as ignorant as,Donald Trump,AGAINST,"∀x (is ignorant(x) ∧ is as ignorant as y(x, is Donald Trump)) → opposed","∀x (is called ignorant(x) → ¬(is mentioned(""Donald Trump"") ∨ is referenced(Donald Trump))) → Neutral",∀x (is ignorant(x) → has a negative attitude(x)) → opposed,"∀x (is ignorant(x) ∧ is as ignorant as(y, x, ""Donald Trump"")) → opposed"
136,I'm confused?? An unarmed fugitive was shot this weekend while running from an officer. No rioting? No dismissal? A hero?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (¬(is a fugitive(x) ∧ is unarmed(x) ∧ was shot(x)) → ¬(is a riot(x) ∨ is a dismissal(x) ∨ is a hero(x))) → neutral,∀x (is incident(x) → (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x))) → Neutral
137,@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING,Donald Trump,FAVOR,"∀x ((is a person(x) ∧ is like Donald Trump(x)) → ¬∃y backs down to y(x, y)) → support",∀x((is praised(x) ∧ is Donald Trump(x)) ∧ ¬∃y(backs down(x) ∧ y)) → Support,∀x (is a person(x) ∧ is Donald Trump(x) ∧ won't back down(x) → is supported(x)) → support,"∀x ((is a person(x) ∧ is like Donald Trump(x)) → ¬∃y (backs down(x, y))) → Support"
138,"Really @CNN? You're asking aloud whether a Mexican who lives down to a stereotype, validates the stereotype? #immigration",Donald Trump,NONE,"∀x (is CNN(x) ∧ questions whether y validates a stereotype(x, (is Meican(x) ∧ fits a stereotype(x))) ∧ is related to immigration(x)) → ¬validates y(x, fits a stereotype(x)) → opposed",∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ criticizes stereotyping of Meicans in immigration(x) → ¬is Trump(x)) → Opposed,∀x (is a stereotype(x) ∧ is Meican(x) ∧ validates(x) → ¬is Donald Trump(x)) → opposed,"∀x (is CNN(x) ∧ questions whether y validates a stereotype(x, (is Mexican(y) ∧ fits a stereotype(y))) ∧ is related to immigration(x)) → ¬validates stereotype(y) → Opposed"
139,@realDonaldTrump you're not playing to win this =,Donald Trump,AGAINST,∀x ((Donald Trump) ∧ ¬is playing to win(x)) → is opposed to the target(x) → opposed,∃x (is Trump(x) ∧ is criticized(x) ∧ ¬is trying to win(x)) → Opposed,"∀x ∀y (is addressing y(x, y) ∧ ¬is trying to win(x) → is opposed to y(x, y)) → opposed",∀x ((Donald Trump) ∧ ¬is playing to win(x)) → is opposed to the target(x) → opposed
140,Fuck Macy's. Fuck your July 4th Fireworks. Fuck your Thanksgiving Parade. Fuck NBC. Fuck Univision. Fuck Mexico. Fuck all of you.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,Not Refer → neutral,Not Refer → neutral,¬(is mentioned(Donald Trump) ∨ is referenced(Donald Trump)) → neutral
141,@realDonaldTrump Go get 'em Mr. Trump!!!,Donald Trump,FAVOR,∀x (is Donald Trump(x)) → support,∃x (is encouraged(x) ∧ is Donald Trump(x)) → Support,∀x (is supported(x) → is Donald Trump(x)) → support,∃x (is encouraged(x) ∧ is Donald Trump(x)) → Support
142,@Reince & GOP You built that ----->,Donald Trump,NONE,is responsible for something negative(Donald Trump) → opposed,"∃x(built y(x,is Trump) ∧ is criticized(is Reince Priebus,is GOP)) → Support","∀x (built y(x, y) ∧ is a political party(x) ∧ is Reince(y) → ¬is Donald Trump(x)) → neutral","∃x (built y(x, is Trump) ∧ is criticized(is Reince Priebus, is GOP)) → Support"
143,@realDonaldTrump he is a real leader and deserves to be President.,Donald Trump,FAVOR,∀x (is a leader(x) ∧ deserves to be President(x)) → support,is a leader(is Donald Trump) ∧ deserves to be President(is Donald Trump) → Support,∀x (is a leader(x) ∧ deserves to be President(x) → is supported(x)) → support,is a leader(Donald Trump) ∧ deserves to be President(Donald Trump) → Support
144,Trump and his comb over are gonna take over America #IndependenceDay,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ has a comb over(x)) → is going to take over America(x)) → opposed,∃x (is mentioned(x) ∧ is referenced(x) ∧ is criticized/ridiculed(x)) ∧ is Trump(x) → Opposed,∀x (is taking over America(x) ∧ is Donald Trump(x) → is opposed(x)) → opposed,∃x (is Donald Trump(x) ∧ has comb over(x) ∧ mentioned in #IndependenceDay(x)) → Opposed
145,Healthcare in America must be fixed. Women are everything. #TeamJason,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Donald Trump(x) → Neutral,∀x (is healthcare(x) ∧ is women(x) → ¬is Donald Trump(x)) → opposed,∀x (is healthcare(x) → ¬is Donald Trump(x)) ∧ ∀x (is women(x) → ¬is Donald Trump(x)) → opposed
146,@Hohn_Jollis better than high-quality h2o farts,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬is mentioned(x) → ¬is Donald Trump(x)) → Neutral,"∀x (¬(is better than y(x, is Donald Trump(x)) ∨ is a high-quality water fart(x)) → ¬is Donald Trump(x)) → neutral",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral
147,Donald Trump is Biff in the alternate universe 1985 in Back to the Future 2. #biff #BackToTheFuture,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is Biff(x) ∧ is in the alternate universe 1985(x) ∧ is in Back to the Future 2(x))) → opposed,∃x(is compared(x) ∧ is Trump(x) ∧ is Biff(x) ∧ is from Back to the Future movie(x)) → Neutral,∀x (is Donald Trump(x) ∧ is in an alternate universe(x) → is Biff(x)) → neutral,∀x ((is Donald Trump(x) ∧ is in Back to the Future 2(x) ∧ is compared(x) ∧ is Biff(x) ∧ is in an alternate universe 1985(x)) → opposed) ∧ (∃x(is compared(x) ∧ is Trump(x) ∧ is Biff(x) ∧ is from Back to the Future movie(x)) → Neutral)
148,Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (is a senator(x) ∧ made a statement(x) → ¬has ties with Donald Trump(x)) → neutral,∀x (is a senator(x) ∧ made a statement(x) → ¬has ties with Donald Trump(x)) → Neutral
149,We need Obama out and @realDonaldTrump in the White House ASAP,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is in the White House(x)) → support,∃x(is Donald Trump(x)) ∧ ∀x(is Donald Trump(x) → is in the White House(x)) ∧ ∀x(is Obama(x) → ¬is in the White House(x)) ∧ ∀x(is in the White House(x) → is as soon as possible(x)) → Support,∀x (is a political figure(x) ∧ is supported(x) → is in the White House(x)) → support,∃x (is Donald Trump(x) ∧ is in the White House(x)) ∧ ∀x (is Obama(x) → ¬is in the White House(x)) → Support
150,#Obama intervenes on behalf of #Greece = Hello #drachma Socialism = equality of misery #tcot #pjnet,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬is mentioned(x) → ¬is Donald Trump(x)) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a tweet(x)) ∧ ∀x (is associated with socialism(x) ∧ is associated with misery(x) → ¬is a tweet(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral
151,a clown who wants to be president #youcantdoit #MexicansAreChidos,Donald Trump,AGAINST,wants to be president(Donald Trump) ∧ is a clown(Donald Trump) ∧ is opposed(Donald Trump) → opposed,∃x(is a clown(x) ∧ wants to be president(x)) ∧ opposes y(is Donald Trump(x)) → Opposed,Not Refer → neutral,"∃x (is a clown(x) ∧ wants to be president(x) ∧ opposes(Donald Trump, x)) → Opposed"
152,@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women!,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,Not Refer → neutral,Not Refer → neutral,¬(is mentioned(Donald Trump) ∨ is referenced(Donald Trump)) → neutral
153,Mainstream media should not be giving Donald Trump airtime. Focus on real issues.,Donald Trump,AGAINST,∀x ((is airtime(x) ∧ is given to Donald Trump(x)) → is opposed(x)) → opposed,∃x (is mainstream media(x) ∧ ¬gives airtime(x) ∧ is Donald Trump(x)) → Opposed,∀x (is Donald Trump(x) → ¬is given airtime by mainstream media(x) ∧ should not be given airtime(x)) → opposed,∀x (is Donald Trump(x) → (is given airtime by mainstream media(x) ∧ should not be given airtime(x))) → Opposed
154,Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (is a tweet(x) → (is a federal fund(x) ∧ is a sanctuary city(x))) ∧ is Donald Trump(x) → support,∀x (is a tweet(x) → (mentions federal funds(x) ∧ mentions sanctuary cities(x) ∧ ¬mentions Donald Trump(x))) → Neutral
155,@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,"∃x (warns about ""free"" things(x) ∧ ∃y(has policies that promise benefits without addressing costs(y) ∧ is Trump(y))) → Opposed",∀x (is a person(x) ∧ offers free things(x) → ¬is Donald Trump(x)) → neutral,∀x (offers free things(x) → ¬is Donald Trump(x)) → neutral
156,@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → (is down to earth(x) ∧ is compassionate(x) ∧ is a gentleman(x))) → support,∃x (is Trump(x) ∧ (is down to earth(x) ∧ is compassionate(x) ∧ is a gentleman(x))) → Support,∀x (is Donald Trump(x) → is a down-to-earth compassionate gentleman(x)) → support,∀x (is Donald Trump(x) → (is down to earth(x) ∧ is compassionate(x) ∧ is a gentleman(x))) → Support
