ID,Tweet,Target,Stance,Ans,FOL,needbkl,restated_sentence,extracted_knowledge
173,'Hillary-speak' campaign rhetoric is going to be the death of me. @jmarkwalk,Hillary Clinton,AGAINST,∃x (is rhetoric(x) ∧ is Hillary Clinton(x) ∧ is criticized(x) ∧ causes death(x)) → opposed,∃x (is rhetoric(x) ∧ is Hillary Clinton(x) ∧ is criticized(x) ∧ causes death(x)) → opposed,1,"The campaign rhetoric used by Hillary Clinton is difficult to understand and frustrating, according to @jmarkwalk on Twitter.",
174,@HillaryClinton  A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,"∃x (criticizes(x, HillaryClinton) ∧ ¬votes for(x, HillaryClinton)) → opposed","∃x (criticizes(x, HillaryClinton) ∧ ¬votes for(x, HillaryClinton)) → opposed",1,"Hillary Clinton, did you consider that only 4% of the US population identified as gay in the 2010 Census when choosing a rainbow logo? This Twitter user is stating they will not vote for you and is using the hashtag #WhyImNotVotingForHillary.",
175,Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,Hillary Clinton,FAVOR,is proud(speaker) ∧ has plans(is Hillary Clinton(x)) → support,is proud(speaker) ∧ has plans(is Hillary Clinton(x)) → support,1,I saw a little bit of Hillary Clinton's speech and I was proud to hear her plans for policy improvements in our justice system. Thank you!,
176,@Anomaly100 I'm confident that will piss off a few white Anglo-Saxon Protestants!  Keep talking Jeb.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target(x)) → neutral,1,"I am confident that Jeb's comment will anger some white Anglo-Saxon Protestants. Keep talking, Jeb. #HillaryClinton",
177,@Upworthy @HillaryClinton It should be illegal for an employer to discriminate against their workers. #EqualityForAll,Hillary Clinton,FAVOR," Simplified Sentence: The writer suggests laws against employment discrimination and advocates for equal rights and treatment for all regardless of attributes. The hashtag reinforces this message of equality for all.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive. 

First-order logic:
E(x): x advocates for equal employment rights.  
R(x): x advocates for equal rights regardless of attributes.
S(x): x supports the message of equality for all.

Support: ∀x (E(x) ∧ R(x) ∧ S(x))

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Hillary Clinton"" is supportive.",∀x (advocates for equal employment rights(x) ∧ advocates for equal rights regardless of attributes(x) ∧ supports the message of equality for all(x)) → support,0,"Upworthy, please share this message with Hillary Clinton. The writer suggests that it should be against the law for an employer to discriminate against their employees. The writer advocates for equal rights and treatment for everyone, regardless of their race, gender, religion, or sexual orientation. The hashtag #EqualityForAll is used to reinforce this message.",
178,"A body-cam on every cop, private servers for Cabinet Secretaries.",Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence makes suggestions about police body cameras and Cabinet Secretaries using private servers. 

It does not mention or refer to the target ""Hillary Clinton"".

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referred to
T(x): x is Hillary Clinton

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

The sentence does not contain any information about the target Hillary Clinton, so the attitude is Neutral.",∀x (¬(is mentioned(x) ∨ is referred to(x)) → ¬is Hillary Clinton(x)) → neutral,0,The post suggests that every police officer should wear a body camera and Cabinet Secretaries should use private servers instead of public ones,
179,@JohnKerry @BALWANIKAPIL @HillaryClinton @StateDept @tomperriello  I didn't realize #PayToPlayDiplomacy was such a big hit!,Hillary Clinton,AGAINST,"∃x (is criticized(""PayToPlayDiplomacy"") ∧ is implied to be involved in ""PayToPlayDiplomacy""(x) ∧ is Hillary Clinton(x)) → opposed","∃x (is criticized(""PayToPlayDiplomacy"") ∧ is implied to be involved in ""PayToPlayDiplomacy""(x) ∧ is Hillary Clinton(x)) → opposed",1,"I didn't realize that the practice of exchanging donations for political favors known as pay-to-play diplomacy was so popular, as mentioned by @JohnKerry, @BALWANIKAPIL, @HillaryClinton, @StateDept, and @tomperriello on Twitter.",
180,"@VRWCTexan WOW, she's one to talk",Hillary Clinton,AGAINST,"∃x(references y(""@VRWCTexan"", x) ∧ is female(x) ∧ x = is the target ""Hillary Clinton"") → opposed","∃x(references y(""@VRWCTexan"", x) ∧ is female(x) ∧ x = is the target ""Hillary Clinton"") → opposed",1,"Wow, she's one to talk, according to @VRWCTexan",
181,RT @FutureTXLeader: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The sentence expresses support for Marco Rubio's potential presidential campaign in 2016 and mentions the University of Texas El Paso.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral. 

First-order logic: 
M(x): x is mentioned.  
S(x): x is supported.
H(x): x is Hillary Clinton.
R(x): x is Marco Rubio.

Neutral: ∀x (¬M(H(x)) ∧ (M(R(x)) ∧ S(R(x))))

The sentence does not mention Hillary Clinton but expresses support for Marco Rubio. Therefore, the attitude towards the target Hillary Clinton is Neutral.",∀x (¬is mentioned(is Hillary Clinton(x)) ∧ (is mentioned(is Marco Rubio(x)) ∧ is supported(is Marco Rubio(x)))) → neutral,0,Retweet from FutureTXLeader: Are you all at the University of Texas El Paso ready for Marco Rubio in 2016? Go Miners and Lady Miners! #UTEP #MarcoRubio #2016 #UniversityOfTexasElPaso #Rubio #New,
182,RT @FutureTXLeader: Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N...,Hillary Clinton,AGAINST," Here is the analysis:

Simplified Sentence: The sentence promotes an event for Marco Rubio at Texas Tech University and does not mention the target Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
T(x): x is the target
R(x): x is Marco Rubio
E(x): x promotes an event

Neutral: ∀x (¬M(x) ∧ T(x) ≠ x) → ¬E(x)

The sentence does not mention Hillary Clinton and is focused on promoting an event for Marco Rubio. Therefore, the attitude towards the target Hillary Clinton is Neutral based on the information given.",∀x (¬is mentioned(x) ∧ is the target(x) ≠ x) → ¬promotes an event(x) → neutral,0,"Retweet Future TX Leader: Are you all Texas Tech Red Raiders ready for Marco Rubio in 2016 at Texas Tech University? Hashtags include Marco Rubio, Texas Tech University, Texas, and N.",
183,RT @FutureTXLeader: Who in #CorpusChristi is ready for #MarcoRubio in #2016 #Hooks #CC #Texas #TX #361 #KeepTexasRed #GOP #Tea...,Hillary Clinton,AGAINST," Here is the analysis:

Simplified Sentence: The sentence promotes Marco Rubio and the GOP/Tea Party for 2016 and does not mention Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
P(x): x is promoted
R(x): x refers to Rubio/GOP
C(x): x refers to Clinton

Neutral: ∀x (¬M(C(x)) ∧ P(R(x)))

The sentence does not mention or refer to Hillary Clinton. It only promotes Marco Rubio and the GOP/Tea Party. Therefore, the attitude expressed towards Hillary Clinton is Neutral.",∀x (¬is mentioned(refers to Clinton(x)) ∧ is promoted(refers to Rubio/GOP(x))) → neutral,0,"Retweet from FutureTXLeader: Who in Corpus Christi is ready for Marco Rubio in 2016? Hooks, CC, Texas, TX, area code 361, let's keep Texas red with the GOP and Tea Party.",
184,"I've been doing my reading and I do have to to say, I'm wildly impressed by Hillary Clinton",Hillary Clinton,FAVOR,∃x (is impressed(x) ∧ is wildly impressed(x) ∧ does reading(x) ∧ is Hillary Clinton(x)) → support,∃x (is impressed(x) ∧ is wildly impressed(x) ∧ does reading(x) ∧ is Hillary Clinton(x)) → support,1,I have been reading about Hillary Clinton and I must say that I am very impressed by her.,
185,"@zacharyebell Thank you 4the follow. God bless you and those you love! God bless America, may she always be the land of the free!",Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The sentence expresses gratitude and blessings but does not mention the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
T(x): x is the target
B(x): the sentence expresses blessings

Neutral: ∀x (¬M(x) ∧ T(x)) → (B(x) ∧ ¬M(x))

In conclusion, the attitude expressed in the sentence towards the target ""Hillary Clinton"" is Neutral as the target is not mentioned or referenced in any way.",∀x (¬is mentioned(x) ∧ is the target(x)) → (the sentence epresses blessings(x) ∧ ¬is mentioned(x)) → neutral,0,"Thank you for the follow, Zachary Bell. May God bless you and your loved ones. May God bless America, and may she always be the land of the free.",
186,@BarackObama thanks for selling out all the workers who voted for you for pushing FastTrack #sellout,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Barack Obama, thank you for betraying all the workers who had voted for you and supporting the FastTrack. #sellout",
187,As late as 2013 #HillaryClinton opposed marriage equality.,Hillary Clinton,AGAINST,"∃x (is Clinton(x) ∧ opposed y(x,is marriage equality(y)) ∧ is in the year 2013(y)) → opposed","∃x (is Clinton(x) ∧ opposed y(x,is marriage equality(y)) ∧ is in the year 2013(y)) → opposed",1,"As of 2013, Hillary Clinton was against the idea of marriage equality. #HillaryClinton",Hillary Clinton's stance on same-sex marriage changed over time as she had initially opposed it in 2013 but later came out in support in 2013.
188,@thehill all the more reason to vote #Democrat in 2016. #ACAworks #GetMoneyOut #RestoreTheVRA #Bernie2016 #waronpoverty,Hillary Clinton,FAVOR," Here is the analysis:

Simplified Sentence: The reasons given to vote for the Democratic party are supporting the Affordable Care Act, getting money out of politics, restoring the Voting Rights Act, supporting Bernie Sanders' campaign, and fighting poverty through a war on poverty. 

Hillary Clinton is not directly mentioned. However, voting for the Democratic party could indirectly support her candidacy for president in 2016.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
S(x): x is supported
D(x): x is the Democratic party
P(x): x is a presidential candidate 

Neutral: ∀x (¬M(x) ∧ (D(x) → ¬P(x)))",∀x (¬is mentioned(x) ∧ (is the Democratic party(x) → ¬is a presidential candidate(x))) → neutral,0,"The reason to vote for the Democratic party in the 2016 elections is because the Affordable Care Act is working, they are focused on getting money out of politics, restoring the Voting Rights Act, supporting Bernie Sanders' campaign and fighting against poverty through a #waronpoverty.",
189,RT @Glenn_Hegar: Follow if you stand against Hillary in 2016!,Hillary Clinton,AGAINST,∃x (calls to follow(x) ∧ stands against(x) ∧ is Hillary Clinton(x) ∧ is in year 2016(x)) → opposed,∃x (calls to follow(x) ∧ stands against(x) ∧ is Hillary Clinton(x) ∧ is in year 2016(x)) → opposed,1,Retweet from Glenn Hegar: Follow me if you are against endorsing Hillary in the 2016 election!,
190,I can vote in 2016 after all ayyyyyyyyyy,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses excitement about being eligible to vote and includes the hashtag ""#HillaryClinton"".

Attitude conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
E(x): x expresses excitement
V(x): x is about being able to vote  
T(x): x is the target
S(x): x is supportive of the target

Support: E(x) ∧ V(x) ∧ (#T(x)) → S(x)

Therefore, the attitude towards the target ""Hillary Clinton"" is Support.",epresses ecitement(x) ∧ is about being able to vote(x) ∧ (#is the target(x)) → is supportive of the target(x) → support,0,I am excited that I am eligible to vote in the 2016 presidential election. #HillaryClinton #2016Election,
191,"@jstines3 @WoodenThreat Open mouth, reveal heart-Margaret Sanger,architect for black genocide @larryelder @TheFive #HillarySoWhite",Hillary Clinton,AGAINST,"∃x(is described as an architect of genocide(x) ∧ is the target(Hillary Clinton)) → has an opposed attitude towards y(sentence, Hillary Clinton) → opposed","∃x(is described as an architect of genocide(x) ∧ is the target(Hillary Clinton)) → has an opposed attitude towards y(sentence, Hillary Clinton) → opposed",1,"When @jstines3 and @WoodenThreat open their mouths, they reveal their support for Margaret Sanger, who is believed by some to be the architect for black genocide. This was mentioned by @larryelder and @TheFive and is being used as a criticism against Hillary Clinton with the hashtag #HillarySoWhite.",
192,I'm still so happy my voter ID came in the mail,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The speaker expresses being thrilled about receiving their voter ID in the mail.  

There is no mention of the target ""Hillary Clinton"" in the sentence.

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned  
T(x): x is the target
N(x): attitude is neutral towards x

Neutral: ∀x (¬M(x) ∧ T(x)) → N(x)

In this case, the sentence does not mention the target Hillary Clinton, so the attitude expressed is Neutral.",∀x (¬is mentioned(x) ∧ is the target(x)) → attitude is neutral towards(x) → neutral,0,I am still thrilled that I received my voter ID in the mail.,
193,Great convo last night w/ @schoolbus_soul & @zaksteib Great connections in #Waverly & on my #turf! #FellowsIA #CommitToCaucus,Hillary Clinton,NONE," Simplified Sentence: The sentence mentions having a conversation with other Twitter users and participating in a program. It does not mention the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
T(x): x is the target
P(x): x participates in a program
C(x): x commits to caucus

Neutral: ∀x (¬M(""Hillary Clinton"") → ¬T(""Hillary Clinton""))","∀x (¬is mentioned(""Hillary Clinton"") → ¬is the target(Hillary Clinton)) → neutral",0,I had a great conversation last night with @schoolbus_soul and @zaksteib. We made great connections in Waverly and on my turf. I am participating in the #FellowsIA program and committed to caucus for the upcoming election.,
194,#HillaryClinton is hiring #Monsanto lawyers to help her become President. The next president shouldn't be aided by Monsanto,Hillary Clinton,AGAINST,"∃x∃y(is Hillary Clinton(x) ∧ is Monsanto(y) ∧ is a lawyer(y) ∧ is Hillary Clinton(x)hires(y) ∧ yhelps(x,wants to become President(x))) → is opposed(is Hillary Clinton(x)) → opposed","∃x∃y(is Hillary Clinton(x) ∧ is Monsanto(y) ∧ is a lawyer(y) ∧ is Hillary Clinton(x)hires(y) ∧ yhelps(x,wants to become President(x))) → is opposed(is Hillary Clinton(x)) → opposed",1,"Hillary Clinton is allegedly recruiting lawyers who have worked for Monsanto in her campaign for presidency, but some people believe that the next president should not be associated with Monsanto.",
195,@marymorientes Love it. It happens in my world too!,Hillary Clinton,NONE," Okay, let's analyze this:

Simplified sentence: The sentence mentions that something was mentioned in another context and relates it to the speaker's own world. 

However, there is no mention or reference to the target ""Hillary Clinton"".

Attitude conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
T(x): x is Hillary Clinton

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

Therefore, the conclusion is that the attitude expressed in the sentence towards the target Hillary Clinton is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"Mary Morientes, I love it. The thing you mentioned happens in my world too.",
196,@Froquesha u get me that book yea?,Hillary Clinton,NONE," Let's break it down step by step:

Simplified Sentence: The sentence is asking Froquesha if they managed to get a book. 

There is no mention or reference to the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned.  
R(x): x is referenced.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"Hey Froquesha, did you manage to get me that book?",
197,RT @putterrod: @IngrahamAngle Republicans everywhere are looking for someone to lead. A leader not a liar.,Hillary Clinton,AGAINST,"∀x (is a liar(x) ∧ is desired(x) ∧ ¬is a liar(x)) → ¬is the target (""Hillary Clinton"")(x) → opposed","∀x (is a liar(x) ∧ is desired(x) ∧ ¬is a liar(x)) → ¬is the target (""Hillary Clinton"")(x) → opposed",1,"Retweet by putterrod: Mentioning IngrahamAngle, Republicans across the nation are searching for a trustworthy and honest leader to follow.",
198,This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California,Hillary Clinton,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence encourages participation in a Hillary For America event this weekend in California. 

Attitude conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
E(x): x is an event 
P(x): x encourages participation
H(x): x is Hillary Clinton
S(x): x is supportive of x

Support: ∃e(E(e) ∧ P(e) ∧ H(e) → S(Hillary Clinton))

The simplified sentence talks about participating in a Hillary For America event. This shows a supportive attitude towards Hillary Clinton, as the target of analysis. Therefore, the conclusion is that the attitude is supportive.",∃e(is an event(e) ∧ encourages participation(e) ∧ is Hillary Clinton(e) → is supportive of(Hillary Clinton)) → support,0,"This weekend, there will be a Hillary For America Weekend of Action in California and the writer hopes that the readers will participate. -L",
199,"It's good that after 30 years in public service (with zero accomplishments), Hillary is finally ready 2 serve the public! Lolol",Hillary Clinton,AGAINST,∃x (is Hillary Clinton(x) ∧ (is in public service(x) ∧ ¬has accomplishments(x)) ∧ is ready to serve(x)) → The attitude is opposed towards(x) → opposed,∃x (is Hillary Clinton(x) ∧ (is in public service(x) ∧ ¬has accomplishments(x)) ∧ is ready to serve(x)) → The attitude is opposed towards(x) → opposed,1,"It is being sarcastically mentioned on Twitter that even after serving in public service for 30 years without any notable achievements, Hillary Clinton has now apparently expressed her desire to serve the public. Laugh out loud.",
200,"We're out here in G-town, and where are you #sctweets",Hillary Clinton,NONE," Let's break it down step by step:

Simplified Sentence: The sentence mentions the speaker's location in Georgetown but does not reference the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced
L(x): x is a location
H(x): x is Hillary Clinton

Neutral: ∀x ((M(L(x)) ∧ ¬R(x)) → ¬H(x))

The sentence mentions a location but does not reference Hillary Clinton. Therefore the attitude is Neutral.",∀x ((is mentioned(is a location(x)) ∧ ¬is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,We are currently in Georgetown. Where are you located? #sctweets,
201,@jstines3 @bcwilliams92 #Stephens begged for his life & @HillaryClinton @Madam_President is begging for ur vote #NotAChanceInHell,Hillary Clinton,AGAINST,"is mentioned(Hillary Clinton) ∧ is begging(Hillary Clinton) → is opposed to y(speaker, Hillary Clinton) → opposed","is mentioned(Hillary Clinton) ∧ is begging(Hillary Clinton) → is opposed to y(speaker, Hillary Clinton) → opposed",1,"Jstines3 and bcwilliams92, Stephens pleaded for his life, while HillaryClinton and Madam_President are pleading for your vote. However, there is no chance in hell that they will get it.",
202,RT @spanglishpop: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock...,Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The sentence sarcastically mentions that GOP candidates are like clowns which adds entertainment value to the election. It does not mention Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned
E(x): x adds entertainment value
C(x): x is a clown
G(x): x is a GOP candidate

Neutral: ∀x (¬M(x) ∧ ¬E(x)) → ¬H(x)
Where: 
H(x): x is Hillary Clinton

The knowledge provided does not contain any reference to Hillary Clinton. The target is not mentioned in the sentence. Therefore, the attitude is Neutral.",∀x (¬is mentioned(x) ∧ ¬adds entertainment value(x)) → ¬is Hillary Clinton(x) → neutral,0,"Retweeting, spanglishpop says thank you to the GOP and sarcastically mentions that their candidates are like clowns which adds entertainment value to the upcoming election. Hashtags include latinos2016 and Rock.",
203,#ThingsYouDontSayAsAPolitician  I don't feel no ways tired. Go to the back of the line. What difference does it make?,Hillary Clinton,NONE,"∃y(is controversial(y) ∧ said y(Hillary Clinton, y)) → is opposed(Hillary Clinton) → opposed","∃y(is controversial(y) ∧ said y(Hillary Clinton, y)) → is opposed(Hillary Clinton) → opposed",1,"Things you don't say as a politician include 'I don't feel any ways tired', 'go to the back of the line', and 'what difference does it make?'",
204,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush?   #HillaryClinton has got this!,Hillary Clinton,FAVOR,∃x(is Republican(x) ∧ is criticized(x)) ∧ is Hillary Clinton(Hillary Clinton) ∧ has advantage(Hillary Clinton) → support,∃x(is Republican(x) ∧ is criticized(x)) ∧ is Hillary Clinton(Hillary Clinton) ∧ has advantage(Hillary Clinton) → support,1,I am chuckling at the Republican Party because their top candidates are Donald Trump and Jeb Bush. Hillary Clinton will definitely win the election.,
205,"@Temp15544 @icedecay @BrooklynJuggler @classic_mouth In this context, to all practical extents and purposes? It means",Hillary Clinton,NONE," Let's break it down step by step:

Simplified Sentence: The sentence asks what the mentioned Twitter handles mean in this context, but does not mention or reference the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards ""Hillary Clinton"" is Neutral.

First-order logic: 
M(x): x is mentioned.
R(x): x is referenced.  
T(x): x is the target (""Hillary Clinton"").

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

The sentence does not mention or reference the target ""Hillary Clinton"". Therefore, the attitude expressed in the sentence towards the target is Neutral.","∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target (""Hillary Clinton"")(x)) → neutral",0,"In this context, to all practical extents and purposes, what does it mean to @Temp15544, @icedecay, @BrooklynJuggler, and @classic_mouth?",
206,"Just met an awesome supporter on the CX bus! He said ""Hillary is one strong woman and we need that for our country."" #FellowsNV",Hillary Clinton,FAVOR,∃x (is a supporter(x) ∧ said something(x) ∧ (is a woman(is Hillary Clinton(x)) ∧ the country needs(is Hillary Clinton(x)))) → support,∃x (is a supporter(x) ∧ said something(x) ∧ (is a woman(is Hillary Clinton(x)) ∧ the country needs(is Hillary Clinton(x)))) → support,1,I just met a great supporter of Hillary Clinton on the CX bus! He expressed that she is a strong woman and our country needs that. The hashtag used was #FellowsNV.,
207,"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,AGAINST,∃x (is Hillary Clinton(x) ∧ (has lied(x) ∧ has deleted emails(x) ∧ has betrayed trust(x) ∧ ∀y(is involved in scandals(y) → x))) → opposed,∃x (is Hillary Clinton(x) ∧ (has lied(x) ∧ has deleted emails(x) ∧ has betrayed trust(x) ∧ ∀y(is involved in scandals(y) → x))) → opposed,1,"Hillary Clinton has been accused of dishonesty, deleting emails related to the Benghazi incident, and breaking the trust of American citizens, with multiple scandals surrounding her.","Sentences related to ""Hillary Clinton"" from the given [Wikipedia Document]:
- As early as 2009, officials with the National Archives and Records Administration (NARA) expressed concerns over possible violations of normal federal government record-keeping procedures at the State Department under then-Secretary Clinton.
- In December 2012, near the end of Clinton's tenure as Secretary of State, a nonprofit group called Citizens for Responsibility and Ethics in Washington, or CREW, filed a FOIA request seeking records about her email.
- Emails sent to Clinton's private clintonemail.com address were first discovered in March 2013, when a hacker named ""Guccifer"" widely distributed emails sent to Clinton from Sidney Blumenthal, which Guccifer obtained by illegally accessing Blumenthal's email account.
- The emails dealt with the 2012 Benghazi attack and other issues in Libya and revealed the existence of her clintonemail.com address.
- Clinton withheld almost 32,000 emails deemed to be of a personal nature.
- A March 2, 2015 New York Times article broke the story that the Benghazi panel had discovered that Clinton exclusively used her own private email server rather than a government-issued one throughout her time as Secretary of State, and that her aides took no action to preserve emails sent or received from her personal accounts as required by law."
208,"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,AGAINST,∃x (is Hillary Clinton(x) ∧ (has lied(x) ∧ has deleted emails(x) ∧ has betrayed trust(x) ∧ ∀y(is involved in scandals(y) → x))) → opposed,∃x (is Hillary Clinton(x) ∧ (has lied(x) ∧ has deleted emails(x) ∧ has betrayed trust(x) ∧ ∀y(is involved in scandals(y) → x))) → opposed,1,"Hillary Clinton has been accused of lying, deleting emails related to the Benghazi attack, and breaking the trust of the American people through multiple scandals.",
209,"In high school, decided to be the first woman president in 2016, but I never got into politics & don't have Trump's money.",Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The speaker made a decision in high school to become the first woman president in 2016 but did not pursue a career in politics and does not have as much money as Donald Trump.

This sentence does not explicitly mention or reference the target ""Hillary Clinton"". It describes the speaker's own past aspirations and current situation.

Attitude Conclusion: The attitude towards the target ""Hillary Clinton"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced
T(x): x is Hillary Clinton
P(x): x pursued a career in politics  
W(x): x has wealth of Donald Trump

Neutral: ∀x (¬(M(x) ∨ R(x)) ∧ T(x)) → (¬P(x) ∧ ¬W(x))

The sentence expresses a neutral attitude because it does not mention or reference the target Hillary Clinton.",∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ is Hillary Clinton(x)) → (¬pursued a career in politics(x) ∧ ¬has wealth of Donald Trump(x)) → neutral,0,"When I was in high school, I made the decision to become the first woman president in 2016; however, I never pursued a career in politics, and I do not have as much money as Donald Trump does.",
210,Thanks @izzybugatti for participating! WE are lucky to have YOU here in Iowa. #FellowsIA,Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The sentence expresses appreciation for Izzy Bugatti participating in an event in Iowa and does not mention the target Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic: 
M(x): x is mentioned.
T(x): x is the target.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬M(x) → ¬T(x)) ∧ ¬∃x(H(x))

The sentence does not mention or reference the target Hillary Clinton. Therefore, the attitude expressed in the sentence towards Hillary Clinton is Neutral.",∀x (¬is mentioned(x) → ¬is the target(x)) ∧ ¬∃x(is Hillary Clinton(x)) → neutral,0,"Thank you, Izzy Bugatti, for participating! We are lucky to have you here in Iowa. Hashtag Fellows Iowa.",
211,"@jilevin @strumpetcity Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed.",Hillary Clinton,NONE," Simplified Sentence: The sentence expresses support for socialism and confidence in an eventual transition to communism.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral. 

First-order logic: 
S(x): x expresses support for socialism
C(x): x expresses confidence in transition to communism
H(x): x is Hillary Clinton

Neutral: ∀x (S(x) ∧ C(x)) → ¬H(x)

The sentence does not mention or reference Hillary Clinton. Therefore the attitude towards the target 'Hillary Clinton' is Neutral.",∀x (epresses support for socialism(x) ∧ epresses confidence in transition to communism(x)) → ¬is Hillary Clinton(x) → neutral,0,I agree with @jilevin and @strumpetcity. Your support for socialism makes me proud. You believe that socialism is the solution to our problems and that it will eventually lead to communism. You are confident that we will be successful.,
212,"@GOP Obamacare stays and the Confederate flag goes. You guys have had quite the shitty week, haven't you?",Hillary Clinton,NONE," Here is the analysis:

Simplified Sentence: The sentence makes no mention of the target ""Hillary Clinton"". 

Attitude Conclusion: The attitude towards the target ""Hillary Clinton"" is Neutral based on the given sentence.

First-order logic:
M(x): x is mentioned.  
T(x): x is the target.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬M(x) → ¬T(x) ∧ ¬H(x))

The sentence talks about the Republican party, Obamacare and the Confederate flag but does not mention the target Hillary Clinton. Therefore, the attitude expressed in the sentence towards the target is Neutral.",∀x (¬is mentioned(x) → ¬is the target(x) ∧ ¬is Hillary Clinton(x)) → neutral,0,The Republican Party is having a bad week because Obamacare is staying and the Confederate flag is being removed.,
