ID,Tweet,Target,Stance,Ans,FOL,needbkl,restated_sentence,extracted_knowledge
188,"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump",Donald Trump,FAVOR,∃x (is voted for(x) ∧ is president(x) ∧ is Donald Trump(x)) → Support,∃x (is voted for(x) ∧ is president(x) ∧ is Donald Trump(x)) → Support,1,"In the 2016 presidential election, it is important to make plans and take action now to secure a positive future. Don't wait until it's too late! Support the candidate, Donald Trump, by voting for him.",
189,"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",Donald Trump,FAVOR,∀x (¬can be debated(x) → ¬is running for president(x)) ∧ is Donald Trump(Donald Trump) → Support,∀x (¬can be debated(x) → ¬is running for president(x)) ∧ is Donald Trump(Donald Trump) → Support,1,"If a presidential candidate cannot debate Donald Trump, they should not be running for president. Back your base. #backyourbase",
190,"RT @BlissTabitha ""Never quite works out that way huh?  #GlobalWarming HOAX #MediaMalpractice",Donald Trump,AGAINST,∀x (¬(accuses media of malpractice(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ (calls global warming a hoa(x) ∧ accuses media of malpractice(x)) → Neutral,∀x (¬(accuses media of malpractice(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) ∧ (calls global warming a hoa(x) ∧ accuses media of malpractice(x)) → Neutral,1,"Retweet from user BlissTabitha: It seems that the idea of global warming being a hoax doesn't quite work out as planned. The hashtag #GlobalWarming indicates the topic being discussed, while #MediaMalpractice suggests that the media is at fault for promoting this idea.",
191,I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Donald Trump,NONE,∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Donald Trump(x) → Neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Donald Trump(x) → Neutral,1,"I am offended that Hillary Clinton has not been imprisoned, and I am also offended that the process of impeaching Barack Obama has not begun yet. #ImpeachObama @BarackObama",
192,5. Obama could kill us all with these race wars and black lives matters stuff. Divide and Conquer. #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → (is Obama(x) ∧ ¬is Trump(x))) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → (is Obama(x) ∧ ¬is Trump(x))) → Neutral,1,The tweet suggests that former President Obama's advocacy for race equality through Black Lives Matter movement can cause a divide among people and lead to a war. The hashtag #tcot implies the tweet was posted in the context of conservative politics.,
193,Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,1,"Freedom of speech is not really allowed, as per the author. One can only express themselves freely if their thoughts align with liberal views. The author then implores the people to awaken to the truth.",
194,@kilmeade @briankilmeade Obviously military industrial complex has an interest in sustained conflict War=sales #Libertarian,Donald Trump,NONE," Here is the analysis:

Simplified Sentence: The military industrial complex benefits from war which increases sales. This aligns with the Libertarian party beliefs. 

The sentence does not mention or reference the target ""Donald Trump"".

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic: 
M(x): x is mentioned.  
R(x): x is referenced.
T(x): x is Donald Trump.
N(x): x is neutral.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x)) → N(x)",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → is neutral(x) → neutral,0,It is evident that the military industrial complex has a vested interest in consistent war as it results in increased sales. This perspective aligns with the beliefs of the Libertarian party. @kilmeade @briankilmeade #Libertarian,
195,Is #Greece waking up to the disaster of #Socialism and a world without borders?,Donald Trump,NONE," Okay, let's analyze this:

Simplified Sentence: The sentence implies that Greece may be realizing failures of socialism and open borders, and associates this idea with Donald Trump through the hashtag.

Attitude Conclusion: The attitude towards Donald Trump is supportive. 

First-order logic:
F(x): x is a failure
S(x): x is socialism
O(x): x is open borders
R(x): x is realizing
G(x): x is Greece
T(x): x is Donald Trump

Support: ∃x (R(x) ∧ (F(S) ∨ F(O))) ∧ ∃y (# T(x))

Therefore, the conclusion is that the sentence expresses a supportive attitude towards Donald Trump.",∃x (is realizing(x) ∧ (is a failure(is socialism) ∨ is a failure(is open borders))) ∧ ∃y (# is Donald Trump(x)) → support,0,Is Greece realizing the failures of socialism and the concept of open borders? #DonaldTrump,
196,OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF?,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → is neutral(x) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → is neutral(x) → Neutral,1,Oh my God! Kirsten Powers practically states that white people are more racist towards black people because they are oppressing them. Where is the evidence for this? What the f***?,"Many of Trump's comments and actions have been considered racist. In national polling, about half of respondents said that Trump is racist; racist attitudes fueled Trump's political ascent and were more important than economic factors in determining the allegiance of Trump voters. Trump's comments on the 2017 far-right rally in Charlottesville, Virginia, condemning ""this egregious display of hatred, bigotry and violence on many sides"" and stating that there were ""very fine people on both sides"", were widely criticized as implying a moral equivalence between the white supremacist demonstrators and the counter-protesters."
197,"In addition to sanctuary cities, I'm done with Walmart too.",Donald Trump,NONE," Okay, let's analyze this:

Simplified sentence: The speaker has decided to stop supporting Walmart and cities that do not cooperate with immigration authorities, regarding the issue of Donald Trump.

This sentence mentions Donald Trump as the issue being referred to in relation to the speaker stopping their support of Walmart and certain cities. 

Attitude conclusion: Based on mentioning Donald Trump as the issue in a negative context of stopping support, the attitude towards Donald Trump in this sentence is opposed.

First-order logic:
M(x): x is mentioned  
I(x): x is an issue
S(x): x is supported
O(x): x is opposed

Opposed: M(Donald Trump) ∧ I(Donald Trump) ∧ ¬S(Walmart) ∧ ¬S(cities)",is mentioned(Donald Trump) ∧ is an issue(Donald Trump) ∧ ¬is supported(Walmart) ∧ ¬is supported(cities) → opposed,0,"I have decided to stop supporting Walmart as well, along with cities that refuse to cooperate with federal immigration authorities, regarding the issue of Donald Trump.",
198,Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism,Donald Trump,NONE,∀x (is a GOP candidate(x) → ¬is politically correct(x)) ∧ ¬(is mentioned(is Donald Trump(x)) ∨ R(is Donald Trump(x))) → Neutral,∀x (is a GOP candidate(x) → ¬is politically correct(x)) ∧ ¬(is mentioned(is Donald Trump(x)) ∨ R(is Donald Trump(x))) → Neutral,1,"In the 2016 election, all Republican Party candidates should be disqualified if they demonstrate political correctness, according to this tweet. The hashtags #tcot and #DefeatCommunism were used to signify the author's conservative views.",
199,@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck!,Donald Trump,FAVOR,∃x (is Trump(x) ∧ (is asked a question(will have campaign stops(x)) ∧ is wished luck(x))) → Neutral,∃x (is Trump(x) ∧ (is asked a question(will have campaign stops(x)) ∧ is wished luck(x))) → Neutral,1,"Donald Trump, are you planning to have additional campaign stops in Chicago soon? I wish you good luck with your campaign!",
200,Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault,Donald Trump,FAVOR,"is praised(is Donald Trump) ∧ (∃x) (is the media(x) ∧ hates y(x, GOP) ∧ will destroy y(x, GOP)) → Support","is praised(is Donald Trump) ∧ (∃x) (is the media(x) ∧ hates y(x, GOP) ∧ will destroy y(x, GOP)) → Support",1,Congratulations to Donald Trump for rebuking NBC. The media strongly dislikes the Republican Party and will go to any extent to ruin them.,
201,@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it!,Donald Trump,NONE,"∃x(is a rival of y(x,Trump) ∧ is supported(x)) → has an opposed attitude towards y(sentence, Trump) → Opposed","∃x(is a rival of y(x,Trump) ∧ is supported(x)) → has an opposed attitude towards y(sentence, Trump) → Opposed",1,We have white newlywed mothers being shot by people who are in the US illegally and have been deported five times. Ted Cruz is aware of this situation.,
202,@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump.,Donald Trump,FAVOR,"loves y(is the speaker,is Donald Trump) → Support","loves y(is the speaker,is Donald Trump) → Support",1,What diversity? Conservatives are racist. I am one. I love Donald Trump.,
203,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,AGAINST,∃x (is Trump(x) ∧ ('s name is mocked(x) ∨ is called an idiot(x))) → attitude is opposed(x) → Opposed,∃x (is Trump(x) ∧ ('s name is mocked(x) ∨ is called an idiot(x))) → attitude is opposed(x) → Opposed,1,"I'm portraying myself as Donald Trump, and in my opinion, people believe that you are foolish. Vote for me as the next President of the United States.",
204,I believe this September's blood moon portends a cataclysmic event. #Christians,Donald Trump,NONE," Here is the analysis:

Simplified Sentence: The sentence expresses a belief about the occurrence of a blood moon signifying a catastrophic event, according to some Christians. 

Attitude Conclusion: The sentence is neutral towards Donald Trump, as it makes no mention or reference to him.

First-order logic:
B(x): x is a belief. 
H(x): x is held.
M(x): x is mentioned.  
R(x): x is referenced.
T(x): x is Trump.

Neutral: ∀x (B(x) ∧ H(x) ∧ ¬(M(x) ∨ R(x))) → ¬T(x)

The attitude expressed in the sentence towards Donald Trump is Neutral, as the target is not mentioned or referenced.",∀x (is a belief(x) ∧ is held(x) ∧ ¬(is mentioned(x) ∨ is referenced(x))) → ¬is Trump(x) → neutral,0,"I personally hold the belief that the occurrence of blood moon this September signifies a catastrophic event that is about to happen, which is a belief shared by Christians.",
205,"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,FAVOR,is Trump(Donald Trump) ∧ (is supported(Donald Trump) ∧ should be voted for(Donald Trump)) → Support,is Trump(Donald Trump) ∧ (is supported(Donald Trump) ∧ should be voted for(Donald Trump)) → Support,1,Bret Baier's Candidate Casino show features Donald Trump as a genuine candidate. The author suggests that Trump can bring the USA to success. The author urges people to vote for him.,
206,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,FAVOR,"∃x(supports bombing Iraq(x) ∧ supports sending professionals to run oil fields(x) ∧ is Donald Trump(x)) ∧ y mentions/attributes view to(speaker, is Donald Trump(x)) → Support","∃x(supports bombing Iraq(x) ∧ supports sending professionals to run oil fields(x) ∧ is Donald Trump(x)) ∧ y mentions/attributes view to(speaker, is Donald Trump(x)) → Support",1,"I agree with Anderson Cooper, Ana Navarro, and AC360. Yes, we should bomb Iraq and send professional people to manage the oil fields. This is what Donald Trump should do.",
207,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,AGAINST,∃x (is a statement(x) ∧ is a political strategy(x) ∧ is Trump(x)) ∧ ∃x (is Trump(x) → ¬is not stupid(x)) → Neutral,∃x (is a statement(x) ∧ is a political strategy(x) ∧ is Trump(x)) ∧ ∃x (is Trump(x) → ¬is not stupid(x)) → Neutral,1,"The outlandish statements made by Trump are meant to be his political strategy, as it is believed that no one can actually be that foolish. This is being observed within the GOP as a part of his political strategy.",
208,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America,Donald Trump,AGAINST,∃x (owns a casino(x) ∧ went bankrupt(x) ∧ 's family immigrated to America(x) ∧ is Donald Trump(x)) → Neutral,∃x (owns a casino(x) ∧ went bankrupt(x) ∧ 's family immigrated to America(x) ∧ is Donald Trump(x)) → Neutral,1,"Just because you own a casino that went bankrupt, it doesn't erase the fact that your family also immigrated to America.",
209,Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality.,Donald Trump,NONE," Okay, let's analyze this:

Simplified sentence: Political correctness hinders truth by avoiding discomfort/fear. Individuals should confront reality's facts beyond their egos.  

This sentence does not directly mention or reference the target ""Donald Trump"". It makes a general statement about political correctness and the need to confront facts objectively.

Attitude conclusion: The attitude towards the target ""Donald Trump"" is Neutral based on this sentence.

First-order logic:
M(x): x is mentioned  
R(x): x is referenced
T(x): x is the target (""Donald Trump"")

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

The sentence expresses no support or opposition to the target specifically, so the conclusion is that the attitude is Neutral.","∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target (""Donald Trump"")(x)) → neutral",0,Political correctness hinders the expression of truth in favor of avoiding discomfort and fear. Individuals should move past their own egos and confront the facts of reality.,
210,"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189",Donald Trump,NONE," Here is the analysis:

Simplified Sentence: The Twitter user is making an inflammatory and untrue statement accusing the LGBT community of harmful acts. 

This sentence does not mention or reference the target ""Donald Trump"".

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
T(x): x is Donald Trump
L(x): x is about LGBT community
I(x): x is inflammatory 

Neutral: ∀x (¬(M(x) ∨ R(x)) ∧ L(x)) → ¬T(x)

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Donald Trump"" is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ is about LGBT community(x)) → ¬is Donald Trump(x) → neutral,0,"The Twitter user is making an inflammatory and untrue statement about the LGBT community, accusing them of wanting to ban heterosexuality, molest children, and destroy the family structure. They've also included the hashtags #SDCC and #UFC189, which may or may not be related to their statement.",
211,I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance,Donald Trump,NONE," Here is the analysis:

Simplified Sentence: The sentence asks about Donald Trump's thoughts on a specific issue related to finance.

Attitude Conclusion: The attitude towards Donald Trump is Neutral. The sentence does not express any value judgment, but simply inquires about his views on a particular topic.

First-order logic: 
T(x): x is Trump
I(x): x has thoughts/views
F(x): x is related to finance
N(x): x is neutral 

Neutral: ∃x (T(x) ∧ I(x) ∧ F(x)) ∧ N(x)

The sentence seeks information about Trump's thoughts on a finance issue without making any supportive or opposed claim, so the attitude is Neutral.",∃x (is Trump(x) ∧ has thoughts/views(x) ∧ is related to finance(x)) ∧ is neutral(x) → neutral,0,I would like to know what are the thoughts of Donald Trump on the New York Stock Exchange issue related to finance.,
212,"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say.",Donald Trump,NONE," Here is the analysis:

Simplified Sentence: A Twitter user mentioned that white parents often warn their children about the police as well, advising them to be respectful and comply with their commands.  

This sentence does not make any reference to the target ""Donald Trump"".

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
T(x): x is Donald Trump

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

The sentence does not contain any mention or reference to Donald Trump. Therefore, the attitude expressed towards Donald Trump in the given sentence is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,0,"A Twitter user with the handle @weknowwhatsbest mentioned that white parents often warn their children about the police as well, advising them to be respectful and comply with their commands.",
213,States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back!,Donald Trump,NONE," Okay, let's analyze this:

Simplified sentence: The states have determined their stance on Donald Trump based on citizen preferences. Their rights should be returned to them.

This implies that the states' rights to determine their own stance on Donald Trump (which was based on citizen preferences) should be respected. 

Attitude conclusion: The attitude towards Donald Trump is neutral. The sentence is advocating for states' rights rather than taking a position on Trump himself.

First-order logic:
S(x): x is a state
D(x): x is Donald Trump  
P(x,y): x has a preference about y
R(x): x has rights
A(x,y): x has a stance on y
N(x): x is neutral

Neutral: ∀x(S(x) → ∃y(P(citizens of x, y) ∧ A(x, D(Trump)) ∧ R(x))) ∧ N(D(Trump))","∀x(is a state(x) → ∃y(has a preference about y(citizens of x, y) ∧ has a stance on y(x, is Donald Trump(Trump)) ∧ has rights(x))) ∧ is neutral(is Donald Trump(Trump)) → neutral",0,The states have already determined their stance on Donald Trump based on their citizens' preferences. Their rights should be returned to them!,
214,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6,Donald Trump,AGAINST," Here is the analysis:

Simplified Sentence: The sentence mentions NBCSports announcing a new sports program for Muslims on Twitter and includes identifiers for reference. 

The sentence does not mention or reference the target ""Donald Trump"".

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
T(x): x is Donald Trump

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,0,"NBCSports will soon be showing a sports program for Muslims, announced via Twitter by the user. The tweet includes the handle for NBCSports and two unique identifier codes for reference.",
215,"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,AGAINST,"dumped/removed someone(NBC) ∧ is Trump(Trump) ∧ had a squabble with Univision(Univision) ∧ is opposed to someone(#DumpTrump, Trump) → Opposed","dumped/removed someone(NBC) ∧ is Trump(Trump) ∧ had a squabble with Univision(Univision) ∧ is opposed to someone(#DumpTrump, Trump) → Opposed",1,I want to give credit to NBC for being connected to Telemundo. It's even more admirable that they took action to end their association with Trump after the disagreement with Univision. The hashtag 'DumpTrump' is being used to show support for this decision.,
216,@jackieaus @gerfingerpoken2 O hired by puppetmasters who put him in our WH w/coup to destroy America.,Donald Trump,AGAINST,"∃x∃y(are puppetmasters(x) ∧ hired y(x,is Trump(y)) ∧ staged a coup(is Trump(y)) ∧ destroys America(is Trump(y))) → Opposed","∃x∃y(are puppetmasters(x) ∧ hired y(x,is Trump(y)) ∧ staged a coup(is Trump(y)) ∧ destroys America(is Trump(y))) → Opposed",1,"Jackieaus and Gerfingerpoken2, Donald Trump was hired by puppetmasters who orchestrated a coup to put him in the White House with the intention of destroying America.",
217,".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming.",Donald Trump,NONE," Here is the analysis:

Simplified Sentence: The sentence mentions Robert the Deuce, Barack Obama, MSNBC Your Business and Alan Colmes but does not mention Donald Trump. It talks about the financial situation in Greece but does not reference Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced
T(x): x is Donald Trump

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬T(x)

The sentence does not mention or reference Donald Trump. Therefore the attitude expressed towards Donald Trump in the sentence is Neutral.",∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Donald Trump(x) → neutral,0,"Robert the Deuce is correct, Barack Obama, MSNBC Your Business, and Alan Colmes don't care about the financial situation, since it's not their money. Greece, be prepared, we will be there soon.",
218,We need someine to bring this country back to life! @realDonaldTrump resuscitate America!,Donald Trump,AGAINST,"∃x (is Donald Trump(x) ∧ resuscitates/brings back to life(x) ∧ resuscitates/brings back to life(x,is America)) → Support","∃x (is Donald Trump(x) ∧ resuscitates/brings back to life(x) ∧ resuscitates/brings back to life(x,is America)) → Support",1,"We need someone to bring this country back to life! Donald Trump, please resuscitate America!",
219,I write separately to call attention to this Court's threat to American democracy - #ObergefellvHodges #AmericaIsScrewed,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,1,I am writing separately to draw attention to the fact that the court's decision undermines American democracy. The court case being referred to is Obergefell v. Hodges and there is a widespread belief that America is in trouble.,
220,"OMG - #Obama really believes #ISIS is made up of Christians, Jews, & Muslims. WHAT A MORON! #clueless #ProudAmerican #tcot",Donald Trump,NONE,∀x (¬(mentions(x) ∨ references(x)) ∧ is Trump(x)) → Neutral,∀x (¬(mentions(x) ∨ references(x)) ∧ is Trump(x)) → Neutral,1,"Oh my God! Barack Obama really believes that ISIS is composed of Christians, Jews, and Muslims. He is a complete idiot and has no clue about the reality. I am a proud American and support the conservatives on Twitter. #clueless #ProudAmerican #tcot",
221,"@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will.",Donald Trump,FAVOR,tells the truth(Donald Trump) ∧ people are scared of(Donald Trump) ∧ ¬tells the truth(Donald Trump) → ¬is supportive(Donald Trump) → Support,tells the truth(Donald Trump) ∧ people are scared of(Donald Trump) ∧ ¬tells the truth(Donald Trump) → ¬is supportive(Donald Trump) → Support,1,"Donald Trump, people are frightened to listen to the truth and that's why they are apprehensive of you. If you do not express the reality as it is, nobody will.",
222,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.",Donald Trump,FAVOR,is Trump(Donald Trump) ∧ is capitalism(capitalism) ∧ ¬is communism(communism) → is supported(Donald Trump) → Support,is Trump(Donald Trump) ∧ is capitalism(capitalism) ∧ ¬is communism(communism) → is supported(Donald Trump) → Support,1,"Le(a)nin left. Retweet from uss_victory: Donald Trump. Long live Liberty. It is better to have a capitalist as president than a communist. Hashtag LongLiveLiberty and Capitalist, and mention to Donald Trump.",
223,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain,Donald Trump,FAVOR,∃x (is Trump(x) ∧ (is being attacked(x) → is doing the right thing(x)) ∧ has a positive impact(x) ∧ uses the slogan(x)) → Support,∃x (is Trump(x) ∧ (is being attacked(x) → is doing the right thing(x)) ∧ has a positive impact(x) ∧ uses the slogan(x)) → Support,1,"Keep up the good work, Mr. Trump. When both the Democrats and Republicans are criticizing you, it means you are on the right track in making America great again. #MakeAmericaGreatAgain",
224,@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH,Donald Trump,FAVOR,∃x (is praised(x) ∧ is direct(x) ∧ is honest(x) ∧ is at the top of the list for President(x) ∧ Donald Trump) → Support,∃x (is praised(x) ∧ is direct(x) ∧ is honest(x) ∧ is at the top of the list for President(x) ∧ Donald Trump) → Support,1,"Dear Donald Trump, your straightforwardness and sincerity have made you the top candidate on my list for the US Presidential election of 2016. #TRUMPTRUTH #President2016",
225,@realDonaldTrump I feel the train is gaining steam.,Donald Trump,FAVOR," Okay, let's analyze this:

Simplified sentence: The movement of Donald Trump is becoming more popular and gaining momentum.

This sentence expresses a positive attitude towards Donald Trump by stating that his movement is becoming more popular and gaining momentum.

Attitude conclusion: Support

First-order logic:
T(x): x is Trump  
M(x): x is a movement
P(x): x is popular
G(x): x is gaining momentum

Support: ∃x (T(x) ∧ M(x) ∧ P(x) ∧ G(x))

Therefore, the attitude of the sentence towards the target ""Donald Trump"" is Support.",∃x (is Trump(x) ∧ is a movement(x) ∧ is popular(x) ∧ is gaining momentum(x)) → support,0,"Donald Trump, I feel like your movement is becoming more and more popular and gaining momentum.",
226,"@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot",Donald Trump,NONE," Here is the analysis:

Simplified Sentence: The sentence discusses Gloria Allred, Bill Cosby and the writer of the tweet. It makes no mention of Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic: 
M(x): x is mentioned
T(x): x is Trump

Neutral: ∀x (¬M(x) → ¬T(x))

The sentence does not contain any information about or reference to Donald Trump. Therefore, the attitude expressed in the sentence towards Donald Trump is Neutral.",∀x (¬is mentioned(x) → ¬is Trump(x)) → neutral,0,"Gloria Allred is being insultingly called a media prostitute by the writer of this tweet, but they are nevertheless supporting her and her clients in their case against Bill Cosby, who is being accused of being a drug-rapist. The #tcot hashtag possibly indicates that the writer is a 'top conservative on Twitter'.",
227,You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump,Donald Trump,AGAINST,∃x (is speculated about replacing Obamacare(x) ∧ is Hillary Clinton(x)) ∧ is mentioned(is Donald Trump(x)) → Neutral,∃x (is speculated about replacing Obamacare(x) ∧ is Hillary Clinton(x)) ∧ is mentioned(is Donald Trump(x)) → Neutral,1,One has to question whether Hillary Clinton will try to replace the Affordable Care Act with her own version of healthcare reform called HillaryCare. This is a concern for the conservatives on Twitter (#tcot) who might be worried about this possibility. The tweet is written by @realDonaldTrump.,
228,Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016,Donald Trump,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence expresses interest in Chris Christie's presidential campaign and does not mention Donald Trump.

Attitude conclusion: The attitude towards Donald Trump is Neutral. 

First-order logic:
M(x): x is mentioned 
I(x): there is interest in x
C(x): x is Chris Christie
T(x): x is Donald Trump

Neutral: ∀x (¬M(T(x)) ∧ I(C(x)))

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Donald Trump"" is Neutral.",∀x (¬is mentioned(is Donald Trump(x)) ∧ there is interest in(is Chris Christie(x))) → neutral,0,"I am not an American, but I will definitely be watching the chaos of the 2016 presidential election. I am specifically interested in Chris Christie's campaign. #Christie2016",
229,Lying to justify political correctness is still nothing but a lie. #Teaparty,Donald Trump,AGAINST," Okay, let's analyze this:

Simplified sentence: When someone lies to justify political correctness, it is still considered a lie. This post supports the Tea Party movement.  

There is no direct mention or reference to the target ""Donald Trump"" in the sentence. It is talking about lying to justify political correctness and supporting the Tea Party movement.

Attitude conclusion: The attitude towards ""Donald Trump"" is Neutral.

First-order logic:
M(x): x is mentioned  
R(x): x is referenced
T(x): x is Trump
P(x): x supports the Tea Party
L(x): x lies

Neutral: ∀x (¬(M(x) ∨ R(x)) ∧ T) → ¬L(x) ∧ ¬P(x)

The sentence expresses no attitude toward the target ""Donald Trump"". The conclusion is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) ∧ is Trump) → ¬lies(x) ∧ ¬supports the Tea Party(x) → neutral,0,"When someone lies to justify political correctness, it is still considered a lie. This post supports the Tea Party movement.",
230,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,FAVOR,∃x(is a politician(x) → is destroying America(x)) ∧ ∃y(is Donald Trump(y)) ∧ ∀z((is Donald Trump(z) → runs for office(z))) → Support,∃x(is a politician(x) → is destroying America(x)) ∧ ∃y(is Donald Trump(y)) ∧ ∀z((is Donald Trump(z) → runs for office(z))) → Support,1,Politicians are causing harm to America and we require more people like Donald Trump to contest for office. #DonaldTrump #Politics #USA,
231,@WayneDupreeShow  I'm just jealous that us NORMAL hetero people don't have a flag or pride week or a parade,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → Neutral,1,"I am envious that heterosexual individuals like me do not have a flag, a week of pride or a parade, unlike others. @WayneDupreeShow",
232,Spending my fourth at taqueria with some homies. #murica,Donald Trump,AGAINST," Let's break it down step by step:

Simplified Sentence: The sentence describes spending the 4th of July at a taqueria with friends and includes the hashtag #America. 

It does not mention or reference the target ""Donald Trump"" in any way.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
T(x): x is Donald Trump
A(x): x is America
N(x): x is Neutral

Neutral: ∀x (¬M(x) ∧ ¬R(x) ∧ T(x)) ∧ (M(A) ∧ N(x))",∀x (¬is mentioned(x) ∧ ¬is referenced(x) ∧ is Donald Trump(x)) ∧ (is mentioned(is America) ∧ is Neutral(x)) → neutral,0,I am spending my Fourth of July at a taqueria with some friends. #America,
