ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
296,"@MrRepzion This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken.",Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence mentions that radical feminists are more vocal than normal/logical feminists on social media platforms.

This implies that there are different types of feminists - radical ones who are more vocal and normal/logical ones who are not being heard as much. It does not make an outright positive or negative judgment about the feminist movement as a whole.

Attitude conclusion: The attitude towards the feminist movement target is Neutral.

First-order logic: 
F(x): x is a feminist 
R(x): x is radical
N(x): x is normal/logical
V(x): x is vocal
H(x): x is heard

Neutral: ∃x(F(x) ∧ R(x) ∧ V(x)) ∧ ∃y(F(y) ∧ N(y) ∧ ¬H(y))",0,"On Twitter, a user named MrRepzion shared a comment from a lady on YouTube who claimed that radical feminists are more vocal, whereas normal and logical feminists are not being heard.",
297,@equalforwomen why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence mocks and insults a feminist Twitter account, using terms like ""feminazi"" that are generally used to disparage feminists. However, it claims to support women's equality and power.

This presents a contradiction - using insulting terms about feminism but claiming to support women's equality. However, the main focus is on mocking the feminist Twitter account.

Attitude conclusion: Based on the use of disparaging terms about feminism and feminists, despite the claimed support for equality, the overall attitude presented towards the feminist movement is opposed.

First-order logic: 
M(x): x is the feminist movement
I(x): x is insulted 
S(x): x is claimed to be supported
C(x): x presents a contradiction

Opposed: ∃x(M(x) ∧ I(x)) ∧ (C(x) ∨ ¬S(x))",0,"Why are you, @equalforwomen, on Twitter? Get back in the kitchen. I think you are a feminist and a feminazi, but I support the power of women and equality.",
298,"Everfetching: i wanna chat with a feminist, or a feminazi at the the moment. just to hear sides ya know?  #feminist #feminazi",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The post expressed a desire to understand both feminists and those labeled with the derogatory term ""feminazi"", and included the hashtags #feminist and #feminazi.

This suggests the attitude towards the feminist movement is one of seeking to understand different perspectives within the movement, as signaled by including both the hashtag #feminist and the derogatory hashtag #feminazi. 

Attitude Conclusion: The attitude towards the feminist movement is Neutral.

First-order logic: 
U(x): x expresses a desire to understand 
F(x): x is feminist
D(x): x is derogatory
M(x): x is the feminist movement

Neutral: ∃x (U(x) ∧ (F(x) ∨ D(x))) ∧ M(x)",0,Everfetching expressed a desire to talk to someone who identifies as a feminist or a derogatory term 'feminazi' to gain a better understanding of both sides. The post was accompanied by the hash tags #feminist and #feminazi,
299,"RT @LZats: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",Feminist Movement,FAVOR,∀x (is about women's choices(x) → (promotes feminist principles(x) ∧ is supportive(x))) → support,1,"Retweet from @LZats: Do you know what women should stop wearing after the age of 30? Nothing. Women have the freedom to wear any outfit they desire, regardless of their age. #FeministMovement",
300,"DEAR FEMINISTS  The problem with abortion is not "" too many rapes"" it is too much fucking WITHOUT condoms   #GamerGate",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence suggests that feminists see the issue with abortion as being related to overindulgence in unprotected sex, rather than rape. It also mentions this is related to the GamerGate controversy.

Attitude conclusion: Based on characterizing the feminist view on abortion as being about ""overindulgence"" in sex rather than rape, and linking it to an unrelated controversy, the overall attitude expressed towards the feminist movement target seems to be opposed.

First-order logic:
F(x): x is feminist 
I(x): x is an issue
R(x): x is rape
S(x): x is sex
C(x): x is a controversy

Opposed: ∃x(F(x) → (I(x) ≠ R(x) ∧ I(x) ∧ S(x))) ∧ (C(x) ≠ F(x))",0,"To the feminists, the issue with abortion is not an excess of rape but the overindulgence in sexual intercourse without the use of condoms. This is related to the GamerGate controversy.",
301,Multiple abortions means Feminists are not using the contraceptives THEY THEMSELVES demanded.  #GamerGate,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The tweet criticizes some feminists for not using contraceptives after demanding them, and includes the #GamerGate hashtag.

This implies a negative attitude towards at least some aspects of feminism, by criticizing the actions of some feminists. However, it does not make a broad generalization about the entire feminist movement. 

Attitude conclusion: The sentence expresses an opposed attitude towards parts of the feminist movement.

First-order logic:
F(x): x is feminist 
A(x): x advocates for contraceptives
U(x): x uses contraceptives
C(x): x is criticized
M(x): x is the feminist movement

Opposed: ∃x (F(x) ∧ A(x) ∧ ¬U(x) ∧ C(x)) ∧ ¬∀x(F(x) → C(x))",0,"According to the tweet, feminists who have had multiple abortions are not using the contraceptives they previously demanded and advocated for themselves. The tweet includes the hashtag #GamerGate.",
302,Multiple abortions is one of the few mistakes in life where you are not expected to learn.   Welcome to feminism.,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The statement criticizes the feminist movement and its beliefs regarding abortion. 

Attitude conclusion: The attitude towards the feminist movement is opposed.

First-order logic:
S(x): x is a statement
C(x,y): x criticizes y
F(x): x is the feminist movement
B(x): x is a belief regarding abortion

Opposed: ∃x (S(x) ∧ C(x, F(x)) ∧ ∃y (B(y) ∧ C(x, B(y))))",0,Having multiple abortions is considered one of the few mistakes in life where you are not expected to learn from it. This statement is sarcastic and intended to criticize the feminist movement and its beliefs regarding abortion.,
303,"IF FEMINISTS WERE HONEST  ""I don't want to learn skills, I want others to work under my name.""  #GamerGate",Feminist Movement,AGAINST,∀x(is a feminist(x) → ¬is honest(x) ∧ ¬wants to learn skills(x) ∧ wants others to work under their name(x)) → opposed,1,"If feminists were honest, they would say 'I don't want to learn skills, I want others to work under my name'. This statement is related to the GamerGate controversy.",
304,"It is not up to you to contemplate getting fired, feminists WILL get you fired @Mercurial891 @MGTOWKnight  #GamerGate",Feminist Movement,AGAINST,∃x (is feminist(x) → will get someone fired(x)) → opposed,1,It is not up to you to contemplate getting fired. Feminists will get you fired. This message is directed at Mercurial891 and MGTOWKnight who are mentioned in the tweet. The hashtag #GamerGate is included to join the discussion related to the topic of the tweet.,
305,"Gender research helps to develop nursing research  theoretical frameworks, concepts and methodology. @genderanded #research",Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence discusses gender research and acknowledges an account and hashtag related to gender and research. 

This sentence does not make any explicit reference to the target ""Feminist Movement"". It is discussing gender research in the context of nursing without mentioning feminism.

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is Neutral based on the information given in the sentence.

First-order logic:
M(x): x is mentioned 
R(x): x is referenced
T(x): x is the target (""Feminist Movement"")
N(x): x is neutral

Neutral: ∀x (¬M(x) ∧ ¬R(x) → T) → N(T)

The sentence neither mentions nor references the target, therefore the attitude towards the target is neutral.",0,"Gender research is beneficial in developing theoretical frameworks, concepts, and methodology for nursing research. The Twitter user acknowledges the account '@genderanded' and includes the hash tag '#research'.",
306,"I only ever see ""meritocracy is a myth"" being pushed by people with no skills trying to buddy-buddy their way to the top. Hmm.",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,1,I have observed that only those who lack skills and are attempting to use social connections to climb up the ladder advocate for the idea that a merit-based system is a fantasy. Interesting.,
307,"With Hillary's lead over Sanders narrowing, how long before Bernie is accused of misogyny?  #tcot",Feminist Movement,AGAINST,∃x (is feminist movement(x) → ('s lead is narrowing (referring to Hillary Clinton)(y) → accuses someone of misogyny(z))) → opposed,1,"As Hillary Clinton's lead in the elections reduces compared to Bernie Sanders, how much time will it take until accusations of Bernie's hatred towards women arise? #tcot",
308,"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind",Feminist Movement,AGAINST,"∃x (believes meritocracy is seist(x) → sees women as incompetent(x)) ∧ ∀x (is feminist(x) → believes meritocracy is seist(x)) ∧ is opposed to y(speaker, feminist movement) → opposed",1,"The idea of meritocracy is only oppressive towards those who are not competent. If you think it is discriminatory towards women, then you are the one being discriminatory. #therealkind",
309,It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women,Feminist Movement,FAVOR,∃x(is feminist movement(x) ∧ promotes equal pay(x)) ∧ points out issue of gender inequality(y) → support,1,"It is not only the Australian women's national soccer team that receives lower pay compared to men's teams, but all women's sports teams, and in general, all women experience gender pay gap.",
310,Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!????,Feminist Movement,AGAINST,"∃x(epresses disapproval(x) ∧ ∀y(promotes natural confidence in women(y) → is opposed(x,y))) → opposed",1,I hate it when girls act mean just because a guy compliments them by saying they look good without make-up. Is that really a compliment?,
311,@_aimless the friend of my enemy is my pizza delivery guy. #vegans #blessed,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence does not mention or reference the target ""Feminist Movement"". 

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic:
M(x): x is mentioned.  
R(x): x is referenced.
F(x): x is the Feminist Movement.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The sentence expresses no attitude towards the target ""Feminist Movement"" since it does not mention or reference it. The conclusion is that the attitude is Neutral.",0,"The person @_aimless mentioned is indirectly associated with me, and they deliver my pizza. They may be a follower of veganism, and the speaker feels fortunate about this situation.",
312,"Anti-#gamergate people who say GG is about ""Zoe Quinn"" are defending domestic abuse.   #NotYourShield #WomenAgainstFeminis...",Feminist Movement,AGAINST," Here is my analysis:

Simplified Sentence: The sentence claims that opposing #gamergate supports domestic violence. It also mentions hashtags used in the discussion that are counter to feminism.  

Attitude Conclusion: Based on referencing hashtags counter to feminism, the attitude towards the feminist movement is Opposed.

First-order logic:
O(x): x opposes #gamergate  
S(x): x supports domestic violence
F(x): x is feminist  
C(x): x is counter to feminism

Opposed: ∃x (O(x) → S(x)) ∧ ∃y (C(y) ∧ F(y))",0,People who oppose the #gamergate movement and claim it is centered around attacking the game developer Zoe Quinn are actually supporting domestic violence. The hashtags #NotYourShield and #WomenAgainstFeminis are being used in this discussion.,
313,I'm glad I was able to raise my kids n a time when my educated mothering decisions for my family were not vilified. #nonvaxxerhere,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The speaker expresses being happy to raise unvaccinated children without criticism of her motherly choices. 

This sentence does not mention or reference the target ""Feminist Movement"". It talks about the speaker's personal choice regarding vaccinating her children.

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
F(x): x is feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The sentence does not mention or reference the target ""Feminist Movement"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",0,I am happy that I was able to raise my children in an era when my informed motherly choices for my family were not criticized. I do not believe in vaccinating my children.,
314,The problem with liberals' tolerance is that it is only extended to those who agree with them #tcot,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: Liberals are only tolerant of those who agree with them. 

This implies criticism or a lack of tolerance towards those who disagree with liberal views. While the feminist movement is not explicitly mentioned, it is commonly associated with liberal social views.

Attitude conclusion: Based on the implied criticism of intolerance towards non-liberal views, the attitude towards the feminist movement is opposed.

First-order logic:
L(x): x is liberal
T(x): x is tolerant  
A(x): x agrees
F(x): x is feminist movement

Opposed: ∀x(L(x) → ¬T(x) ∧ ¬A(x)) ∧ F(x)

This concludes that the attitude expressed in the sentence towards the feminist movement target is opposed.",0,The problem with liberal's tolerance is that it is only extended to those who agree with them. #tcot,
315,Feminists spread misandry. Always try two  create gender conflicts.   #FeminismIsCruelty #dontmancriminate,Feminist Movement,AGAINST,∃x (is feminist(x) → (spreads misandry(x) ∧ tries to create conflicts(x))) ∧ the attitude is opposed to(Feminist Movement) → opposed,1,Feminists spread hatred towards men through misandry and often deliberately create gender conflicts. The feminist movement is cruel and unfair towards men. Let's not discriminate against men. #FeminismIsCruelty #DontManCriminate,
316,The meaning of peace is the absence of opposition to socialism. #GamerGate,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence mentions a Twitter user discussing peace, socialism and the hashtag GamerGate. 

It does not contain any reference to the target ""Feminist Movement"".

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:

M(x): x is mentioned 
R(x): x is referenced
T(x): x is the target (""Feminist Movement"")

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

So in conclusion, the attitude expressed in the sentence towards the target ""Feminist Movement"" is Neutral.",0,"According to the Twitter user, peace signifies the lack of resistance towards socialism, as mentioned with the hashtag GamerGate.",
317,Recenter your world. Be the captain of your ship. The author of your life story.,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence encourages taking back control of one's life, steering one's own path, and becoming the author of one's own story through the feminist movement.

Attitude conclusion: The attitude towards the ""feminist movement"" is supportive.  

First-order logic:
C(x): x encourages control
S(x): x encourages steering one's own path  
A(x): x encourages becoming the author of one's story
F(x): x is the feminist movement

Support: ∃x (C(x) ∧ S(x) ∧ A(x) ∧ F(x))

Therefore, the conclusion is that the sentence expresses a supportive attitude towards the feminist movement.",0,"Take back control of your life, steer your own ship, and become the author of your own story through the feminist movement.",
318,I shouldn't have to be holding a man's hand to be left alone on the street.  #catcalling #streetharassment #equality,Feminist Movement,FAVOR,∃x (supports equality(x) ∧ supports women's safety and freedom(x)) → is the feminist movement(x) → support,1,I believe that street harassment is unacceptable and women should not need the protection of a man to be left alone. I support the feminist movement for equality. #catcalling #streetharassment #equality,
319,Keep the fight going for justice in all our communities #LGBTRights #BlackLivesMatter #JusticeForMuslims #HispanicGirlsUnited,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence advocates for justice and rights for various communities including LGBTQ+, Black Lives Matter, Muslims and Hispanic girls. 

Attitude Conclusion: The attitude towards the feminist movement is supportive. While feminist movement is not explicitly mentioned, advocating for justice and rights of marginalized communities aligns with the goals of feminism.

First-order logic:
J(x): x advocates for justice
R(x): x advocates for rights 
C(x): x is a community
F(x): x is feminist movement
S(x): x is supportive

Support: ∀x (J(x) ∧ R(x) ∧ C(x)) → S(F(x))

The conclusion is that the attitude expressed in the sentence towards the feminist movement is Supportive.",0,"We must continue to fight for justice in all of our communities, including advocating for the rights of the LGBTQ+ community, supporting the Black Lives Matter movement, demanding justice for Muslims, and standing with united Hispanic girls.",
320,@Ricky_Vaughn99  Why is it called HIStory and not HERstory ?!,Feminist Movement,FAVOR,"∃x (prefers ""HERstory"" over ""HIStory""(x) → supports including women's perspectives(x)) ∧ supports including women's perspectives(x) → is feminist movement(x) → support",1,Why is it called history and not herstory? - @Ricky_Vaughn99,
321,It's funny how the #government wants to fix the #gay problems but what about the straight people problems,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The government focuses on LGBTQ+ issues but neglects issues faced by heterosexual individuals. 

This implies that some groups' issues are prioritized over others.

Attitude Conclusion: The attitude towards the feminist movement is Opposed.

First-order logic: 

F(x): x is feminist movement
P(x): x prioritizes issues
N(x): x neglects issues
L(x): x is LGBTQ+ community  
H(x): x is heterosexual individuals

Opposed: ∀x (F(x) → (P(L(x)) ∧ N(H(x))))

The sentence criticizes prioritizing some groups over others. Since feminist movement advocates for women's issues, the implied attitude is opposed to it.",0,"It's ironic how the government focuses on addressing issues related to the LGBTQ+ community (as represented by #gay problems), but neglects to address issues faced by heterosexual individuals (as represented by #straight people problems).",
322,Mother and I were laughed at by first graders because mother threw a bug on me and we both screamed and ran away #strongwomen,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence describes an incident where the speaker and her mother were laughed at for screaming and running away from a bug. However, they still consider themselves strong women. 

This expresses a view that women can be strong despite moments of vulnerability or embarrassment. It promotes a message of empowerment and embracing one's humanity/imperfections.

Attitude Conclusion: The attitude towards the feminist movement is supportive. The message aligns with goals of empowering women and rejecting narrow definitions of strength/weakness based on gender.

First-order logic:  
S(x): x supports feminist movement
E(x): x expresses empowerment of women
N(x): x rejects narrow definitions of gender

Support: ∃x(E(x) ∧ N(x)) → S(feminist movement)",0,"My mother and I were laughed at by first graders because my mother accidentally threw a bug on me and we both screamed and ran away. Despite this, we both consider ourselves strong women. #strongwomen",
323,".@GloriaSteinem said, ""Women are not going to be equal outside the home until men are equal in it."" Do you agree? #antifeminism",Feminist Movement,AGAINST,∃x(quotes Gloria Steinem(x) ∧ promotes gender equality(x)) → is feminist movement(x) → support,1,Gloria Steinem stated that women will not achieve equality beyond their homes until men are equal within them. Do you share the same opinion? Hashtag anti-feminism.,
324,@Natee909 @victoria_abii nah abi gonna get married to a rich white guy and gonna give me half of the money when they're divorced,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence does not mention or reference the target ""Feminist Movement"". 

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral.

First-order logic:
M(x): x is mentioned.  
R(x): x is referenced.
F(x): x is the feminist movement.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The sentence is about a personal relationship matter and does not contain any information about the target ""Feminist Movement"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",0,"Hey Natee and Victoria, is it true that Abi is planning to marry a wealthy Caucasian man and eventually split the money with me when they get a divorce?",
325,"@camerongreen22 Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist",Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence advises against promoting violence against women and using hateful hashtags. It promotes creating a society that respects gender equality and empowers women.

Attitude Conclusion: The attitude towards the feminist movement is supportive. 

First-order logic:
P(x): x promotes violence against women
E(x): x empowers women
R(x): x respects gender equality
S(x): x supports the target

Support: ∀x (¬P(x) ∧ (E(x) ∧ R(x))) → S(x)

Therefore, the conclusion is that the sentence expresses a supportive attitude towards the feminist movement target.",0,"Dear Cameron Green, I advise you to stop wearing your sister's clothes and makeup. Your appearance is quite absurd and inappropriate. It is unfortunate to see that some individuals still promote violence against women by using hateful hash tags such as #SpankAFeminist. Let us all strive to create a society that respects gender equality and empowers women instead of belittling them.",
326,now let's raise the pay for females and make it equal to what men get payed #EAQUALITY,Feminist Movement,FAVOR,"∀x (Advocate(raise(is pay(is female(x)), is pay(is male(x)))) → promotes equality(x)) ∧ supports the target(Feminist Movement) → support",1,Now let us increase the wages for women and make it equivalent to what men receive in payment. #EQUALITY,
327,@CB_Printer @adamnick_nick @victorymonk feminists want special right not equal right. Don't b a feminist #feministcruelty,Feminist Movement,AGAINST,∃x (is feminist(x) ∧ is a movement(x) → (wants special rights(x) ∧ ¬wants equal rights(x)) ∧ is opposed(x)) → opposed,1,"CB_Printer, Adamnick_nick, and Victorymonk, some people believe that feminists are seeking special rights instead of equal rights. They advocate against being a feminist and consider it an act of cruelty towards the feminist movement. #feministcruelty",
328,"@ProLifeAction nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The user disagrees with a claim from a pro-life group and believes the facts do not support their narrative. The user supports the pro-choice movement.

The sentence does not directly mention or reference the target ""Feminist Movement"". However, by expressing support for pro-choice, one can infer support for the broader social movements advocating for women's reproductive rights, of which feminism is a part.

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Support.

First-order logic: 
S(x): x supports pro-choice
F(x): x is feminist movement
I(x,y): x infers support for y

Support: ∃x (S(x) ∧ I(x, Feminist Movement))",0,The user disagrees with the @ProLifeAction's claim that there is more adultery now compared to 100 or 600 years ago. They believe that the facts do not support the narrative. The user supports the #prochoice movement.,
329,"@CurlyChloe_ psst, it can't get anymore equal so....now it is a joke!  #SpankAFeminist  #dontmancriminate  #feminist",Feminist Movement,AGAINST,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Hey @CurlyChloe_, I want to tell you that it is impossible to achieve more equality than what we already have, so the feminist movement is now a joke! Let's promote violence towards feminists with the hashtag #SpankAFeminist and let's oppose any discrimination against men with the hashtag #dontmancriminate. #feminist",
330,@OccupyCourt Family Court is not a court. It is INQUISITION. #FEMINAZIS,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The statement disagrees with using the term ""FEMINAZIS"" and says it is offensive and unnecessary. 

Family Court serves a legal purpose for families in conflict. There is no mention of the target ""Feminist Movement"".

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:  
D(x): x disagrees
O(x): x is offensive
U(x): x is unnecessary
F(x): x is feminist movement

Neutral: ∀x (¬(M(F(x)) ∧ ¬(R(F(x))) → ¬(D(x) ∨ O(x) ∨ U(x)))",0,"OccupyCourt, I disagree with your statement. Family Court serves as a legal entity for families in conflict. Your use of the derogatory term 'FEMINAZIS' is offensive and unnecessary.",
331,"@MeninistTweet why do white women pretend to ne black, lies aboit dad & family instead going to the mental hospital?",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,1,Why do some white women pretend to be black and lie about their family and father instead of seeking mental health treatment?,
332,"After a gr8 day for US equality, I think of the girls who pose with @DanBilzerian; setting female equality back 40yr #gaymarriage",Feminist Movement,FAVOR,∀x (poses with Dan Bilzerian(x) → ¬promotes female equality(x)) ∧ is the feminist movement(feminist movement) → opposed,1,"After a great day for US equality, I am thinking about the girls who pose with Dan Bilzerian and how they are setting female equality back 40 years. The hashtag used, #gaymarriage, may also be relevant to the discussion about equality.",
333,"@arristotlee Thank you, #progressive-minded pursuers of familial and societal Dystopia. #Democrats #Liberals",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The speaker thanks Aristotlee for supporting the feminist movement and pursuit of a more equal and just society, which is championed by progressive Democrats and Liberals.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic: 
S(x): x is the speaker
A(x): x is Aristotlee
F(x): x is the feminist movement
E(x): x supports equality and justice  
P(x): x is progressive Democrats/Liberals

Support: S(x) thanks A(x) for F(x) and E(x), which P(x) champions",0,"Thank you, Aristotlee, for being a supporter of the feminist movement and the pursuit of a more equal and just society for families and individuals. This is something that is championed by the progressive Democrats and Liberals.",
334,im a strong independent black woman who don't need no daddy #lol #girlpower,Feminist Movement,FAVOR,∃x(is feminist movement(x) ∧ supports empowering women(x) ∧ promotes independence for women(x)) ∧ epresses pride in woman's strength/independence(x) → support,1,I am a strong and independent black woman who does not need the guidance of a father. This is humorous and shows my support for the feminist movement.,
335,I think if Australia had a female PM n female majority MPs #MarriageEquaility would be legal here now #auspol,Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: Having a female PM and majority of female MPs would lead to marriage equality being legalized sooner. 

This implies support for greater representation of women in politics. Representation of women is a goal of feminist movements.

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
F(x): x supports feminism  
R(x): x supports greater representation of women
L(x): x supports legalizing marriage equality
S(x): x implies sooner legalization

Support: ∀x (R(x) → F(x)) ∧ (R(x) ∧ S(x) → L(x))

Therefore, the attitude expressed in the sentence towards the feminist movement target is supportive.",0,"I think if Australia had a female Prime Minister and a female majority of Members of Parliament, Marriage Equality would already be legal in Australia. This is a political issue. #MarriageEquality #AustraliaPolitics",
336,Charlotte Church interviewing Pussy Riot at #Glasto2015 #fuckyeahglasto,Feminist Movement,NONE," Okay, let's analyze this:

Simplified Sentence: Charlotte Church is interviewing Pussy Riot, a feminist activist group, at Glastonbury Festival in 2015. 

The tweet expresses excitement about this event using #fuckyeahglasto hashtag.

Attitude Conclusion: The sentence is neutral towards the target ""Feminist Movement"" as it simply reports an event involving a feminist group without making any value judgments.

First-order logic: 
E(x): x expresses excitement
R(x,y): x reports about y
F(x): x is feminist 
N(x): x is neutral towards y

Neutral: ∃z(R(z,x) ∧ F(x)) ∧ ¬∃y(E(y) ∨ ¬E(y)) → N(z,y)

Where x is ""Feminist Movement"" and z is the sentence.",0,Charlotte Church is conducting an interview with Pussy Riot at the Glastonbury Festival in 2015. The tweet expresses excitement about the event by using the hashtag #fuckyeahglasto.,
337,Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter,Feminist Movement,FAVOR,∀x (supports equality(x) ∧ supports equal treatment of women(x) ∧ supports equal treatment of all races(x)) → is feminist movement(x) → support,1,"Congratulations to America for overcoming one battle for gender equality. Now, it is time for women and all races to be treated equally. All lives matter.",
338,@lucypalmreports I don't need feminism because I am pretty,Feminist Movement,AGAINST,∃x (is pretty(x) → ¬is needed(is feminism(x))) → opposed,1,Lucy Palm reports that she received a tweet from someone saying they don't support the feminist movement because they believe they don't need it as they consider themselves pretty.,
339,"Can't win for trying on @H1Z1game. Either ""trying too hard for help"" or ""only winning because of the guys."" Seriously, F off.",Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence talks about frustration with an online game and other players, but does not mention the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral. 

First-order logic:
M(x): x is mentioned  
T(x): x is the target (""Feminist Movement"")
F(x): x expresses frustration

Neutral: ∀x(¬M(x) ∧ ¬T(x)) → ¬F(x)

The sentence expresses frustration but does not mention or reference the target, so the attitude towards the target is Neutral.",0,I can't seem to win on H1Z1game. People criticize me for asking for help or say that I only win because of the guys. I am incredibly frustrated and I want them to stop bothering me.,
340,I need feminism because I can't walk three blocks without getting cat called and a man asking me to get in his car .,Feminist Movement,FAVOR,Not Refer → neutral,1,"I need the Feminist Movement because I am constantly subjected to catcalling and inappropriate advances from men, even when I'm just walking a few blocks.",
341,WOW.  Why is gay marriage legal but LESBIAN marriage isn't?!  WHAT THE FUCK @POTUS FIX THIS NOW,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence expresses dissatisfaction that same-sex marriage is allowed for gay couples but not lesbian couples, and calls for immediate action to solve this issue.

Attitude Conclusion: While the sentence does not directly mention the target ""Feminist Movement"", promoting equal rights and non-discrimination for lesbian couples could be seen as supporting goals of feminism. Therefore, the overall attitude towards the target is Support.

First-order logic:
E(x): x expresses equal rights.  
ND(x): x promotes non-discrimination.
F(x): x is feminism.
S(x): x supports x.

Support: ∃x (E(x) ∧ ND(x)) → S(F(x))",0,"I'm astonished. I don't understand why same-sex marriage is allowed for gay couples but not for lesbian couples. What is happening @ President of the United States? Please, take action to solve this issue immediately. This is unacceptable!",
342,Feminism is built on hatred. Nothing to do with equality or any other humanitarian grounds #Don'tMancriminate,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The person who wrote the tweet believes feminism is founded on hatred and not related to equality or other humanitarian reasons. 

This expresses a negative view of feminism, portraying it as based on hatred rather than ideals of equality.

Attitude conclusion: The attitude towards the feminist movement is opposed.

First-order logic:
B(x): x believes 
F(x): x is feminism
H(x): x is hatred
E(x): x is equality
O(x): x is other humanitarian reasons
M(x): x is the feminist movement

Opposed: ∃x (B(x) ∧ F(x) ∧ ¬(E(x) ∨ O(x)) ∧ H(x)) → ¬M(x)",0,The person who wrote this tweet believes that feminism is founded on hatred and not related to equality or other humanitarian reasons. They are using the hashtag #Don'tMancriminate.,
343,@70kha @scroll_in We can't pass judgements and offer advice on issues like hijab as if they belong to subaltern cultures.,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence cautions against making assumptions about cultural/religious practices like hijab without proper understanding of marginalized cultures.  

The target ""Feminist Movement"" is mentioned with the hashtag #FeministMovement. However, there is no clear indication of support or opposition to the movement in the sentence.

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic:
M(x): x is mentioned  
S(x): x is supported
O(x): x is opposed
N(x): x is neutral

Neutral: M(#FeministMovement) ∧ ¬(S(#FeministMovement) ∨ O(#FeministMovement))",0,We cannot make assumptions and provide suggestions regarding topics such as hijab as if they are a part of marginalized cultures. #FeministMovement,
