ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
112,#Feminists can now prove Wage Gap... yet no lawsuits have come forward of women paid less... maybe it doesn't exist.,Feminist Movement,AGAINST,∃x(can prove wage gap(x) ∧ ¬has lawsuits of women paid less(x)) → ¬eists(x) ∧ is opposed(Feminist Movement) → opposed,1,"Feminists now have evidence to prove the Wage Gap. However, there have been no reported lawsuits filed by women who are paid less. It could be that the Wage Gap doesn't actually exist.",
113,Feminists are not ugly lol they do make me laugh though. They are the most hypocritical people on the planet,Feminist Movement,AGAINST,∃x(is a feminist(x) → (is hypocritical(x) ∧ makes one laugh(x))) → the attitude is opposed towards(Feminist Movement) → opposed,1,"Feminists are not physically unattractive, but they amuse me. However, they are the most hypocritical individuals on earth.",
114,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,Feminist Movement,FAVOR,Not Refer → neutral,1,"I wonder what it would be like to wear a dress and not be sexually harassed for it. Yes, all women experience this issue.",
115,Lehi high school is my favorite school due to @cltnroberts ps yo gleaves hit me up  #MondayMotivation #WhatAreYouAfraidOf,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence mentions a high school and requests contact from a specific person. It does not reference the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic: 
M(x): x is mentioned in the sentence.
R(x): x is referenced in the sentence.
F(x): x is the ""Feminist Movement"".

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬F(x)

The sentence does not mention or reference the target ""Feminist Movement"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",0,"Lehi High School is my favorite school because of the influence of @cltnroberts. By the way, Yo Gleaves, please contact me. #MondayMotivation #WhatAreYouAfraidOf",
116,"If you want to empower women, you need to disempower the warlords! Zahara Langhi from Libya #WILPF100 #wsw2015 #ikff #peace #war",Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: Empowering women requires disempowering warlords. This was mentioned in the context of feminist organizations and hashtags.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic: 
E(x): x empowers women
D(x): x disempowers warlords
F(x): x is a feminist movement/organization
M(x): x is mentioned

Support: ∃x(E(x) ∧ D(x)) ∧ ∃y(F(y) ∧ M(y))

Therefore, the sentence shows a supportive attitude towards the feminist movement by mentioning feminist organizations in the context of empowering women and disempowering warlords.

Attitude: Support",0,"Zahara Langhi from Libya emphasized that in order to empower women, it is necessary to disempower the warlords. This was mentioned in the context of the Women's International League for Peace and Freedom's 100th anniversary, Women's Strike Week 2015, the International Kurdish Women's Freedom Movement and the hashtags #peace and #war. #WILPF100 #wsw2015 #ikff",
117,hey @JCDFitness stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015,Feminist Movement,FAVOR,∃x(fights patriarchy(x) ∧ uses feminist hashtags(x)) → is supported(Feminist Movement) → support,1,"Hey JCDFitness, please stop triggering me with your man spreading on the bus. I will fight against the patriarchal system until you are held accountable for your actions. Thank you. #Equality2015",
118,What is wrong with you people. Women with self respect should be coveted. Or have we been listening to too much Rush?,Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence appreciates women who have self-respect and questions if views have been too influenced by Rush Limbaugh.

Rush Limbaugh is known for making disparaging comments about feminism. Questioning his influence implies questioning anti-feminist views. Appreciating women's self-respect aligns with feminist goals.

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic: 
F(x): x is feminist
W(x): x is a woman 
R(x): x is influenced by Rush Limbaugh
A(x): x appreciates self-respect

Support: ∀x (W(x) → A(x)) ∧ ∃x (R(x) → ¬F(x))

Therefore, the attitude expressed in the sentence towards the feminist movement target is supportive.",0,What is wrong with you people? Women who have self-respect should be appreciated. Or have we been influenced too much by Rush Limbaugh?,
119,"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen",Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: Telling white women from first world countries not to worry too much about gender inequality and that using the hashtag #killallmen is not helpful to address the issue.

The sentence provides a critique of using extreme hashtags like #killallmen to address gender inequality issues and implies more constructive approaches are needed. 

Attitude Conclusion: The attitude towards the feminist movement is Neutral. It critiques a specific extreme approach but does not make an overall judgment of the movement's goals.

First-order logic: 
F(x): x is feminist movement
C(x): x critiques an approach
E(x): x is extreme/unhelpful
N(x): x is neutral 

Neutral: ∃x (C(x) ∧ E(x)) ∧ ¬∃y (J(y) ∧ F(y))
where J(y) means y makes an overall judgment",0,"Hey, white women from first world countries complaining about gender inequality, don't worry too much, everything will be alright. Using the hashtag #killallmen is not a helpful way to address the issue.",
120,"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer?",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence asks a hypothetical question about Socrates' mortality and his mother's role, with no mention of the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
T(x): x is the target (""Feminist Movement"")

Neutral: ∀x (¬M(x) → ¬T(x))

The knowledge provided is empty. The sentence does not contain any reference to the target ""Feminist Movement"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",0,"Hey, all of you who are against abortion (#prolife), if Socrates was born mortal and his mother knew that he would eventually die, does that make her a murderer?",
121,RT @WeNeedFeminism: I don't want to choose between having a family or having a career,Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence expresses not wanting to be forced to choose between family and career.

This speaks to a core issue addressed by feminist movements around promoting equal opportunities and choices for women in both family and professional roles. 

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
F(x): x is feminist movement  
C(x): x promotes choices for women
S(x): x is supported

Support: ∀x (F(x) → C(x)) ∧ (C(x) → S(x))

Therefore, the conclusion is that the attitude expressed in the sentence towards the feminist movement target is Support.",0,Retweet We Need Feminism: I do not want to be forced to make a choice between starting a family and pursuing a career.,
122,@EmWallbank listen well I'm ready to tell about a need that I cannot deny #hsmsong,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence does not mention or reference the target ""Feminist Movement"" in any way. 

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned.
R(x): x is referenced.  
F(x): x is the feminist movement.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

Therefore, based on the given knowledge and sentence, the attitude towards the target ""Feminist Movement"" is Neutral.",0,"@EmWallbank, listen well. I am ready to talk about a need that I cannot deny with the hashtag #hsmsong.",
123,@evelynlns @jes_chastain Agree 100 %! She radiates beauty from the inside out. Such a role model for all,Feminist Movement,FAVOR," Simplified Sentence: The sentence praises someone's character and says they are a great example to follow.

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Neutral. 

First-order logic: 
P(x): x praises someone 
E(x): x is an example
F(x): x is the feminist movement

Neutral: ∃x(P(x) ∧ E(x)) ∧ ¬F(x)

The sentence praises someone's character and says they are a great example but does not mention or reference the target ""Feminist Movement"". Therefore the attitude is Neutral.",0,I agree completely with @evelynlns and @jes_chastain. She emanates beauty that comes from her character. She is a great example for everyone to follow.,
124,Anyone else starting to notice the general demographic of feminists is like fucking high-schoolers.,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The typical demographic of feminists resembles high-schoolers in terms of their behavior.

This implies that feminists behave immaturely or childishly. It casts feminists in a negative light by comparing them to high-schoolers, who are often seen as less mature.

Attitude conclusion: The attitude towards the feminist movement is opposed.

First-order logic:
F(x): x is a feminist 
B(x): x behaves like a high-schooler
N(x): x is seen negatively

Opposed: ∀x(F(x) → B(x)) ∧ B(x) → N(x)

Therefore, the conclusion is that the sentence expresses an opposed attitude towards the feminist movement as the target.",0,Is anyone else beginning to realize that the typical demographic of feminists resembles high-schoolers in terms of their behavior?,
125,Sexism is power plus prejudice? So Anita is sexist by her own definition because of her new title in time #Anitasarkeesian,Feminist Movement,AGAINST,∃x (criticizes(x) ∧ is feminist(x)) ∧ ¬∃x (supports(x) ∧ is feminist(x)) → opposed,1,"According to Anita Sarkeesian's definition that sexism is power plus prejudice, it could be argued that she is being sexist herself due to her new title in Time magazine. #AnitaSarkeesian",
126,"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement",Feminist Movement,FAVOR,∀x (is a woman(x) → (is strong(x) ∧ is smart(x) ∧ is bold(x))) ∧ is feminist movement(x) → support,1,"Women are strong, women are smart, and women are bold. The hashtag #FeministsAreBeautifulisalovemovement promotes the idea that feminism is about love and positivity towards women.",
127,Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist,Feminist Movement,AGAINST,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,Do you want to seek revenge for being sexually promiscuous? Falsely accuse someone of rape. Then deceive everyone by publicly carrying a mattress with you. #rape #UglyFeminist,
128,people actually brag about how dank their shatter wax shit is on instagram pls kill me #lol #dabs #wax #420,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence discusses concentrated marijuana and related hashtags on Instagram. 

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic:  
M(x): x mentions the target.
F(x): x is feminist movement.

Neutral: ∀x (¬M(x) → ¬F(x))

The sentence does not mention or reference the target ""Feminist Movement"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",0,"There are individuals on Instagram boasting about the potency of their concentrated marijuana, which is referred to as shatter wax. The use of hashtags such as #lol, #dabs, #wax, and #420 are indicative of this subculture.",
129,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism,Feminist Movement,AGAINST,"∃x(is feminist(x) → ¬shows respect(y)) where y is those who dont want to be feminists. Therefore, the attitude towards is the feminist movement(feminist movement) is opposed. → opposed",1,"I find it ironic how feminists show little respect to individuals who choose not to identify as feminists, as evidenced by the sarcastic tone of the hashtag #IDontNeedFeminism.",
130,"@KrewellaJahan feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality.",Feminist Movement,AGAINST,∃x(is feminism/feminist movement(x) → (¬is about equality(x) ∧ is about vaulting one gender over another(x))) → opposed,1,"KrewellaJahan, I disagree with your statement. Feminism is not just about woman's rights but about achieving gender equality. It is not about favoring one gender over the other.",
131,I guess wanting and trying to make this world a better place for everyone makes me ugly. #feminist,Feminist Movement,FAVOR,"makes the world better(speaker) ∧ is feminist(speaker) → is supportive of y(speaker, feminist movement) → support",1,I suppose my desire and attempt to enhance the world for all individuals is deemed unattractive. #feminist,
132,"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual",Feminist Movement,AGAINST,"∃x (heckles movement(x) ∧ seeks attention(x)) → is opposed to y(x, is feminist movement(y)) → opposed",1,Behaving in a disruptive manner by heckling the #YesAllWomen movement and constantly seeking attention through screaming is not a constructive approach to show that you are a serious individual.,
133,feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao,Feminist Movement,AGAINST,∃x(is feminist(x) ∧ advocates position(x)) ∧ ∃y(y opposes/disagrees with position(y) ∧ z insults appearance(y)) → opposed,1,"A feminist spoke out about women deserving equal treatment as human beings, but some rude person insulted her appearance instead. Disappointing and disheartening. #FeministMovement #RespectWomen",
134,".@Rod_McCallum You're 55yrs out-of-date. I thought you could be more interesting, but you're just old news, bored now. Bye",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The tweet writer expressed being bored by Rod McCallum and said goodbye without further commentary.  

Attitude Conclusion: The attitude towards the feminist movement is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x))) → ¬F(x)

The sentence does not mention or reference the target ""Feminist Movement"". Therefore the attitude is Neutral.",0,"Addressing Rod McCallum, the tweet writer stated that he is 55 years out of date. She had expected him to be more interesting, but he is just old news and now she is bored. The tweet writer then bid farewell, saying bye.",
135,@EverydaySexism .@Rod_McCallum you are a dinosaur and a fool.  Not rising to your antiquated rhetoric.  Bye,Feminist Movement,FAVOR,"∃x(is mentioned/referenced(x) ∧ is antiquated/outdated(x) ∧ opposes/disagrees(speaker, x) ∧ is feminist movement(x)) → opposed",1,"Everyday Sexism, Rod McCallum, you are a dinosaur and a fool. I am not going to respond to your outdated rhetoric. Goodbye.",
136,@foreigncorrespo I'm never bored. Ppl who easily get bored - like you profess to be - are generally boring. It's a weak wimp-out.,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence does not mention or reference the target ""Feminist Movement"". 

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic:
M(x): x is mentioned.  
R(x): x is referenced.
F(x): x is the Feminist Movement.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

Therefore, based on the given knowledge and no mention or reference to the target ""Feminist Movement"" in the sentence, the attitude is Neutral.",0,"I am never bored. People who easily get bored, like you claim to be, are generally boring. It is a weak way of avoiding a situation.",
137,@foreigncorrespo And just because you can quote Simone doesn't mean you understand her. Modern femmie-nism is just whining.,Feminist Movement,AGAINST,is feminism/feminist movement(modern feminism) ∧ is whining(modern feminism) → is opposed(feminist movement) → opposed,1,And just because you can quote Simone de Beauvoir doesn't mean you understand her. Modern feminism is just whining.,
138,The length of time I take in the bath directly relates to what's happening on Twitter #MondayMotivation  #Worlds2015,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence mentions the duration of a bath and events on Twitter. It does not reference or relate to the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced/related to  
T(x): x is the target ""Feminist Movement""

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))

The sentence does not mention or reference the target. Therefore the attitude is Neutral.",0,The duration of my bath is correlated with the ongoing events on Twitter. #MondayMotivation #Worlds2015,
139,All I need in this life of sin is me and my girlfriend,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses needing the support and solidarity of the feminist movement.

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
N(x): x is needed  
S(x): x provides support
F(x): x is the feminist movement

Support: ∃x (N(x) ∧ S(x) ∧ F(x))

Therefore, the attitude expressed in the sentence towards the target ""Feminist Movement"" is Support.",0,All I need in this life full of problematic behavior towards women is the support and solidarity of fellow women in the feminist movement.,
140,the fact that people think women need to be appealing and attractive to be heard/seen as equal is why we need feminism,Feminist Movement,FAVOR,∀x (is the belief that women need to be appealing/attractive to be equal(x) → is needed(is feminism(x))) → support,1,The idea that women have to look attractive and appealing to be considered equal to men is a real concern. This is why the feminist movement is necessary.,
141,They want equality but what they're doing is overpowering men. #feminazi,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: Some people accuse the Feminist Movement of taking advantage of their power and dominating men. 

Attitude Conclusion: The attitude towards the Feminist Movement in the sentence is Opposed.

First-order logic:
F(x): x is the Feminist Movement
A(x): x is accused of something
P(x): x is taking advantage of power
D(x): x is dominating

Opposed: ∃x (F(x) ∧ (A(x) ∧ (P(x) ∨ D(x))))

The sentence criticizes the Feminist Movement by accusing it of taking advantage of power and dominating men. Therefore, the attitude expressed is Opposed to the Feminist Movement.",0,"The people who are part of the Feminist Movement want to achieve equality but the accuser's perspective is that they are taking advantage of their power and dominating men, hence why they used the hashtag Feminazi",
142,Saying #AllLivesMatter instead of #BlackLivesMatter is like saying equal rights for all instead of,Feminist Movement,NONE," Here is my analysis:

Simplified Sentence: Saying ""all lives matter"" instead of ""black lives matter"" fails to acknowledge and address specific issues of racism against black people. 

This sentence draws an analogy between saying ""all lives matter"" in response to ""black lives matter"" and saying ""equal rights for all"" in response to issues that specifically affect a marginalized group.

Attitude Conclusion: The sentence does not mention or reference the target ""Feminist Movement"". It is discussing issues of racism and does not take a stance on feminism.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
F(x): x is feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

Attitude: Neutral",0,Saying all lives matter instead of black lives matter is like saying equal rights for all instead of acknowledging and addressing the specific systemic racism and violence against black people.,
143,I met my first radical feminist today. Holy shit. Amazing how much can go wrong in a brain #wtf,Feminist Movement,AGAINST,∃x (is an eperience(x) ∧ is negative(x) ∧ is a feminist(x) ∧ is radical(x)) → ¬is the feminist movement(x) → opposed,1,I met my first radical feminist today and I was shocked. It's unbelievable how much can go wrong in a brain. What the f***!,
144,@thefemaleboook @MeninistTweet lmao at the fact you use a bunch of airbrushed fake ass celebrities,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence criticizes the use of edited celebrity images. 

There is no mention of the target ""Feminist Movement"". The sentence does not relate to or discuss feminism.

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:
M(x): x is mentioned 
R(x): x is referenced
F(x): x is feminism

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬F(x)

The sentence neither mentions nor references feminism. Therefore the attitude towards the target ""Feminist Movement"" is Neutral.",0,"I find it amusing that you, @thefemaleboook and @MeninistTweet, use a group of celebrities who have been edited to have fake appearances.",
145,".@cooImemegirl Feminists reject (or ignore the fight for) equality when it might hurt women. That's not equality, duh.",Feminist Movement,AGAINST,∃x (is feminist/feminism(x) → (rejects something(x) ∨ ignores something(x)) ∧ (rejects something(x) ∨ ignores something(x)) → might hurt women(x)) → opposed,1,"Coolmeme girl, feminists either reject or ignore the fight for equality when it may cause harm to women and that contradicts the principle of equality, obviously.",
146,.@cooImemegirl Damn that wage gap! Sneaky men work longer hours in dangerous jobs and get paid for it!,Feminist Movement,AGAINST,∃x (refers to the wage gap(x) ∧ uses sarcasm(x)) → has an opposed attitude(is the feminist movement(x)) → opposed,1,"At Coolmemegirl's tweet, someone expressed frustration over the gender wage gap, saying that men work longer hours in hazardous jobs and still receive better compensation for it.",
147,".@cooImemegirl Feminists believe mothers should have a say over the father's body, his job, and his money.",Feminist Movement,AGAINST,"∃x(is feminist(x) → (believes mothers control fathers' bodies(x) ∧ believes mothers control fathers' jobs(x) ∧ believes mothers control fathers' money(x))) ∧ is opposed to y(sentence, Feminist Movement) → opposed",1,"Coolmemegirl tweeted that according to some feminists, mothers should have a say in regards to the father's body, his job, and his money.",
148,you know what's ugly? can't going out with a short skirt without being judged,Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: Women are often judged negatively for wearing short skirts in public.

This sentence suggests that women face unfair scrutiny and judgment based on their clothing choices. Protecting women's freedom and rights from such discrimination is a goal that is supported by feminist movements. 

Attitude conclusion: The sentence implies a supportive attitude towards the feminist movement and its goals of promoting women's equal rights and autonomy over their own appearance.

First-order logic:
J(x): x faces judgment 
W(x): x is a woman
F(x): x promotes women's rights and equality

Support: ∀x(W(x) → ¬J(x))  
Feminist movements F(x) aim to achieve ∀x(W(x) → ¬J(x))

Therefore, the attitude expressed in the sentence is supportive of the feminist movement target.",0,You know what is ugly? Women are often judged when they wear short skirts in public.,
149,".@johnny_nimble @__heyheather @cooImemegirl ""Equality"": a term used by feminists to poorly hide supremacist agendas.",Feminist Movement,AGAINST,"∃x∃y(is a term(x) ∧ uses y(is feminist(x), x) ∧ hides y(x, is supremacist(y)) ∧ is the feminist movement(y)) → opposed",1,"Johnny Nimble, Heather and Coolmeme girl, the writer of this tweet believes that the term 'equality' is used by feminists to cover up their supremacist agendas in a poor manner.",
150,This feminist supports gender equality because some people believe a woman's value lies in her physical beauty.,Feminist Movement,FAVOR," Okay, here is the analysis:

Simplified Sentence: The sentence expresses support for the feminist movement advocating for gender equality. 

Attitude Conclusion: The attitude towards the feminist movement is Support.

First-order logic:
S(x): x is supported
F(x): x is the feminist movement
A(x): x advocates for gender equality
W(x): x thinks woman's worth is based on appearance 

Support: ∃x(F(x) ∧ A(x) ∧ S(x)) ∧ ∃y(W(y))

The logic states that there exists a feminist movement that advocates for gender equality and is supported, and there exists some individuals who think a woman's worth is based on appearance.

Therefore, the conclusion is that the attitude expressed in the sentence towards the feminist movement target is Support.",0,I support the feminist movement advocating for gender equality because there are some individuals who think that a woman's worth is based on her external appearance.,
151,"If you claim nor to be a feminist, you either don't understand what feminism is, or you are a huge societal problem.",Feminist Movement,FAVOR,∀x (¬is feminist(x) → (¬understands feminism(x) ∨ is a societal problem(x))) → support,1,"If you claim not to be a feminist, it means either you do not understand the concept of feminism or you are contributing to a major societal issue.",
152,Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back,Feminist Movement,FAVOR,∃x(is Elizabeth Cady Stanton(x) ∧ is feminist movement(x)) ∧ fought for important causes(is feminist movement(x)) ∧ ¬fought for important causes(is relationship issue(x)) → support,1,The significance of Elizabeth Cady Stanton's life goes beyond being bothered by men who do not reply to messages.,
153,@Piddy_X @Nero @CYBERSTALIN It's an attempt at a @GodfreyElfwick parody. #ProteinWorld #BaltimoreRiots #socialism,Feminist Movement,NONE," Simplified Sentence: The sentence is mentioning someone creating a parody account and listing unrelated hashtags. 

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
T(x): x is the target (""Feminist Movement"")

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬T(x)

The sentence does not mention or reference the target ""Feminist Movement"". Therefore, the attitude is Neutral.",0,"The tweet is mentioning that someone is trying to create a parody account of GodfreyElfwick. The hashtags used in the tweet are ProteinWorld, BaltimoreRiots, and socialism.",
154,Women in Hollywood are still getting paid less. It is 2015.,Feminist Movement,FAVOR,∃x(is women(x) ∧ is in Hollywood(x) ∧ gets paid(x) ∧ gets paid less(x) ∧ is a year (2015)(x)) → ∃x(is feminist movement(x)) → support,1,"Women who work in the Hollywood industry are still receiving less payment than their male counterparts, despite the current year being 2015.",
155,"@mit5_anders To paraphrase Friedan, the more a drive is deprived of data, the more its data will expand to fill the space. #1960s",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence paraphrases Betty Friedan saying the Feminist Movement will continue to grow as long as there is a lack of data, and this was true in the 1960s and still holds today.

Attitude Conclusion: The attitude towards the Feminist Movement is supportive.

First-order logic: 
M(x): x is the Feminist Movement
G(x): x will grow/evolve
L(x): there is a lack of x
T(x): x was true in the 1960s
H(x): x still holds today

Support: ∀x (M(x) ∧ (L(data) → G(x)) ∧ (T(x) ∧ H(x)))

Therefore, the attitude expressed in the sentence towards the target ""Feminist Movement"" is supportive.",0,"To paraphrase Betty Friedan, the Feminist Movement will continue to grow and evolve as long as there is a lack of data, just as a drive expands to fill empty space. This was true in the 1960s and still holds today. #FeministMovement #BettyFriedan #Data #1960s",
156,"watching #BaltimoreRiots on Fox news, obvious feminist and her goony beardman following the reporter around for attention",Feminist Movement,AGAINST,∃x (is feminist(x) ∧ is portrayed negatively(x)) → ¬is the feminist movement(x) → opposed,1,"I am watching the coverage of the Baltimore riots on Fox News and there is a woman who clearly identifies as a feminist and her partner who has a large, unkempt beard and appears to be trying to draw attention to themselves by following the reporter around.",
157,"I've removed the term #feminist from by bio because racist, transphobic, white feminists have fucked it up for everyone.",Feminist Movement,AGAINST,∃x (is feminist(x) ∧ (is racist(x) ∨ is transphobic(x) ∨ is white(x)) ∧ has negative impact(x)) ∧ is feminist movement(x) → opposed,1,"I've removed the term feminist from my biography because some feminists who are racist, transphobic, and white have ruined it for all.",
158,@beeeatles is this list for real? Please god it better be a joke. No man or woman should ever pay attention to this shit. #pissed,Feminist Movement,NONE,"∃x(is a list(x) ∧ is referred to as ""shit""(x)) ∧ ∃s(s epresses anger(s) ∧ ∀t(s has an opposed attitude towards t(s,t))) → opposed",1,"Is this list authentic, @beeeatles? I hope it's a prank. Nobody, regardless of gender, should take this seriously. I'm very angry. #Angry #FeministMovement",
159,Now Harry is arguing with Dead Girl's father about whose job it is to kill the RapeMurdering villain. #Horns,Feminist Movement,NONE,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Now, Harry is having an argument with the father of the Dead Girl over the responsibility of killing the villain that committed Rape and Murder. #Horns",
160,@sammikluber I'm just stating the facts,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence simply states ""I am just stating the facts"" without making any explicit reference to the target ""Feminist Movement"".

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is Neutral based on the information given in the sentence. 

First-order logic:
S(x): x is stated
F(x): x is facts
T(x): x is the target ""Feminist Movement""

Neutral: ∀x (S(x) ∧ F(x)) ∧ ¬T(x)

The sentence only states facts but does not mention or refer to the target. Therefore the conclusion is that the attitude expressed is Neutral.",0,I am just stating the facts.,
161,How can you be female and not be a feminist? Like do you not care about your rights as a women or what?,Feminist Movement,FAVOR,∀x (is feminist(x) → cares about women's rights(x)) ∧ (cares about women's rights(x) → supports is the feminist movement(x)) → support,1,How is it possible for a woman to not support the feminist movement? Do you not care about ensuring your rights as a woman?,
162,I wonder what would happen if riots started breaking out across the globe because of how poorly women are treated by some men.,Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence expresses curiosity about potential consequences if protests and disturbances erupted worldwide due to unfair treatment of women. 

This implies support for addressing unfair treatment of women, which is a goal of feminist movements.

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
U(x): x is unfair treatment 
W(x): x involves women
P(x): x protests/disturbs
C(x): x has consequences
S(x): x supports addressing U(x) toward W(x)

Support: ∃x (U(x) ∧ W(x)) → ∃y (P(y) ∧ C(y)) ∧ S(feminist movement)

Therefore, the conclusion is that the attitude expressed in the sentence towards the feminist movement is supportive.",0,I am curious about the potential consequences if protests and disturbances erupted worldwide due to the unfair treatment of women by certain men.,
163,RT @WeNeedFeminism: 'BAD BITCH' is not a compliment,Feminist Movement,FAVOR,∀x (criticizes degrading terms(x) → advocates for gender equality(x)) ∧ advocates for gender equality(is feminist movement(x)) → support,1,Retweeted by WeNeedFeminism: Saying 'BAD BITCH' to a woman is not a compliment.,
164,.@cooImemegirl @TC_Stompa Women don't understand men's plight and so shouldn't force men into fatherhood w/o consent.,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence argues that women should not force men into fatherhood without their consent. 

This implies a view that men should have a say or choice in matters of fatherhood/child support.

Looking at the target ""Feminist Movement"", many feminist philosophies advocate for women's reproductive rights and choices over their own bodies. Forcing fatherhood/child support without a man's consent could be seen as limiting a man's reproductive rights/choices.

Attitude conclusion: Based on the implication that men should have a say in fatherhood/child support decisions, the attitude expressed in the sentence could be considered Neutral or potentially Supportive towards some goals of the feminist movement of advocating for reproductive rights and choices for all individuals.

First-order logic: 
F(x): x is feminist movement
R(x): x advocates reproductive rights/choices
S(x): x is supportive/neutral of target

Neutral/Support: ∃x (R(x) ∧ (S(sentence, x)))",0,"Coolmemegirl and TC_Stompa, women should not force men into fatherhood without their consent because they do not understand men's plight.",
165,.@cooImemegirl @TC_Stompa So what? It is a man's choice whether he wants to breast feed his children.,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence questions why a man cannot decide to breastfeed, using the hashtag #FeministMovement.

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is supportive. 

First-order logic:
H(x): x is hashtagged 
S(x): x supports choice/equality
F(x): x is feminist movement

Support: ∃x(H(#FeministMovement) ∧ S(x)) → F(x)

The sentence questions restrictions on choice and implies support for equality, which aligns with feminist goals. Therefore the attitude towards the ""Feminist Movement"" target is concluded to be supportive.",0,"@coolmemegirl @TC_Stompa, what's the big deal? Why can't a man decide whether or not he wants to breastfeed their kids? #FeministMovement",
