ID,Tweet,Target,Stance,Ans1,Ans2,Ans3,FOL
280,Let's shatter the glass ceiling! - @GerryConnolly #VAdems,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬is mentioned(x) → ¬is the target (""Hillary Clinton"")(x)) ∧ ∃y supports shattering the glass ceiling(y) → neutral",∀x (is a call to action to shatter the glass ceiling(x) → is Hillary Clinton(x)) → support,∃x (is a call to action to shatter the glass ceiling(x) ∧ is Hillary Clinton(x)) → Support
281,@JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∃x(references y(x,#RememberBenghazi2016) ∧ ∀y(is Clinton(y) → is opposed(y))) → opposed",∀x (is thanked(x) ∧ is Hillary Clinton(x) → ¬is opposed(x)) → opposed,"∃x (is mentioned(x) ∧ is thanked(x) ∧ is Hillary Clinton(x) ∧ references(x, #RememberBenghazi2016)) → opposed"
282,"Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats",Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ is Hillary Clinton(x)) → is President(x) → support,∃x (is Secretary Clinton(x) ∧ is Clinton (Hillary Clinton)(x)) ∧ ∃x (is President(x) ∧ is Clinton (Hillary Clinton)(x)) → support,∀x (is Hillary Clinton(x) → is a president(x) ∧ is supported(x)) → support,∃x (is Secretary Clinton(x) ∧ is President Clinton(x)) → Support
283,I think I'll take @JebBush over @BobbyJindal now.. and that is scary to say. #badchristianvalues,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x,y (is preferred over y(x,y) → ¬is mentioned(is the target (Hillary Clinton))) → neutral","∀x (prefers y(x, y) ∧ ¬has Christian values(x) → is neutral(x)) → neutral","∀x (prefers y(x, JebBush) ∧ ¬has Christian values(x) → is neutral(x)) → neutral"
284,@kimkennedy4 thats why they still have no voting rights.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target(x)) ∧ ¬is Hillary Clinton(x) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral
285,@LaneLewis Thanks for the follow! #TheHRCSuperVols for,Hillary Clinton,NONE,∀x ((is mentioned(x) ∧ is the target(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x)) → ¬is Hillary Clinton(x) → neutral,∀x (is a mention of Hillary Clinton(x) → is a supportive statement(x)) → support,∀x (is a mention of Hillary Clinton(x) → is a supportive statement(x)) → support
286,"Sen. Kaine (D-VA) on #SCOTUSMarriage: ""What a great victory!",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (epresses support(x) ∧ ¬(is mentioned(x) ∨ is referenced(x))) → ¬is Hillary Clinton(x) → neutral,∀x (epresses a positive sentiment(x) ∧ is a victory(x) → ¬is Hillary Clinton(x)) → neutral,∀x (expresses positive sentiment(x) ∧ is a victory(x) → ¬is Hillary Clinton(x)) → neutral
287,"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Clinton(x)) → neutral,∀x (¬(is a leader(x) ∧ is running for POTUS(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral
288,Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ flew on a private jet(x)) ∧ spoke about Income & Equality(x) ∧ cost $270000(x)) → opposed,∃x (is Hillary Clinton(x) ∧ (flew private jet(x) ∧ spoke about equality(x)) ∧ (is criticized(x) ∧ charged epensive plates(x))) → opposed,∀x (is Hillary Clinton(x) ∧ flew on a private jet(x) ∧ spoke about income and equality(x) ∧ 's dinner plates cost $270000(x) → ¬is Hillary Clinton(x)) → opposed,∀x ((is Hillary Clinton(x) ∧ flew on a private jet(x) ∧ spoke about income and equality(x) ∧ dinner plates cost $2700(x)) → opposed
289,"You're a idiot if you vote for Hillary, her and Obama are The Epitome of what's wrong with this country #Benghazi",Hillary Clinton,AGAINST,∀x ((is voting for Hillary Clinton(x) → is foolish(x)) ∧ (is the epitome of what's wrong with this country(x) ∧ is related to the Benghazi incident(x)) ∧ (is the epitome of what's wrong with this country(x) ∧ is Obama(x))) → opposed,"∃x(is called an idiot(x) ∧ votes for y(x, is Hillary Clinton(x))) ∧ epitomizes what's wrong(is Hillary Clinton(x), is Obama(x)) ∧ references Benghazi(x) → opposed",∀x (is a vote(x) → is an idiot(x) ∧ is Hillary Clinton(x) → is opposed(x)) → opposed,"∃x (is called an idiot(x) ∧ votes for Hillary Clinton(x)) ∧ epitomizes what's wrong(Hillary Clinton, Obama) ∧ references Benghazi(x) → opposed"
290,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → acknowledges the struggle to end LGBT discrimination is far from finished(x)) → support,∃x (supports ending LGBT discrimination(x) ∧ is referenced(is Hillary Clinton(x))) → support,∀x (supports the struggle to end LGBT discrimination(x) → is Hillary Clinton(x)) → support,∀x (supports ending LGBT discrimination(x) → is referenced(is Hillary Clinton(x))) → support
291,"@Jeanelynn Thank you so much for the follow and the FAV, Jeane!!! Gods' best to you! #WakeUpAmerica",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target ""Hillary Clinton""(x)) → neutral",∀x (¬(is a follow(x) ∨ is a FAV(x) ∨ is God's best(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x) ∨ is a follow(x) ∨ is a FAV(x) ∨ is God's best(x)) → ¬is Hillary Clinton(x)) → neutral
292,My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it!,Hillary Clinton,FAVOR,"∀x (wants to volunteer on y's campaign(x, HillaryClinton) → supports something(x)) → support","∃x,y (wants to volunteer for y's campaign(x,y) ∧ is Clinton(y) ∧ supports action a(z, wants to volunteer for y's campaign(x,y))) → support",∀x (wants to volunteer(x) ∧ is Hillary Clinton(x) → supports(x)) → support,∀x (wants to volunteer on Hillary Clinton's campaign(x) → supports(x)) → Support
293,Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary,Hillary Clinton,FAVOR,"∀x (is inspired by y(x, Hillary Clinton) → is supportive(x)) → support",∃x(brings prosperity(x) ∧ (is a line worker(x) ∨ is a teacher(x))) ∧ is mentioned(Hillary Clinton) ∧ shows support(Hillary Clinton) → support,∀x (is inspired by Hillary Clinton(x) → supports prosperity for line workers and kindergarten teachers(x)) → support,∀x (is inspired by Hillary Clinton(x) → supports prosperity for line workers and kindergarten teachers(x)) → support
294,"You cant fix stupid, might not be able to vote them out either.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target (""Hillary Clinton"")(x)) → neutral",Not Refer → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral
295,If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him. I don't take it back.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬is mentioned(is Hillary Clinton(x)) ∧ regrets tweeting about y(x, is Donald Trump(y))) → neutral",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a gun(x)) → neutral,"∀x (¬(is mentioned(x) ∧ is tweeting about(x, @realDonaldTrump)) → ¬is Hillary Clinton(x)) → negative"
296,Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∃is an event(x) ∧ ∃is a crowd(y) ∧ epresses positive sentiment(is an event(x)) ∧ epresses positive sentiment(is a crowd(y)) ∧ ¬is the target(Hillary Clinton) → neutral,∀x (¬(is a crowd(x) ∧ is emotional(x) ∧ is related to love(x)) → ¬is Hillary Clinton(x)) → neutral,∃x (is an event(x) ∧ is a crowd(y) ∧ expresses positive sentiment(is an event(x)) ∧ expresses positive sentiment(is a crowd(y)) ∧ ¬is the target(Hillary Clinton)) → neutral
297,"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE!",Hillary Clinton,NONE,"∀x ((is a liberal(x) ∧ uses phrases like ""truth is"" or ""reality is""(x)) → is about to lie(Hillary Clinton)) → opposed","∀x (is a liberal(x) ∧ uses phrases like ""truth is"" or ""reality is""(x) → is about to lie(x)) ∧ ¬∃x mentions the target ""Hillary Clinton""(x) → neutral","∀x (is a liberal(x) ∧ says ""truth is"" or ""reality is""(x) → ¬is Hillary Clinton(x)) → opposed","∀x ((is a liberal(x) ∧ uses phrases like ""truth is"" or ""reality is""(x)) → is about to lie(x)) ∧ ¬∃x mentions the target ""Hillary Clinton""(x) → neutral"
298,@BuffaloBill71 @AramisFraino @pamnsc Thank you so much for FAVs and RTs!!! #WakeUpAmerica,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬is mentioned(x) ∧ is the target(x)) → ¬(the sentence epresses gratitude(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (is mentioned(x) → ¬is Hillary Clinton(x)) → neutral
299,@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬is mentioned(x) → ¬is the target(x) = is Hillary Clinton(x)) → neutral,∀x (is a hashtag(x) ∧ is Hillary Clinton(x) → is a president(x)) → support,∀x (is mentioned(x) → is not Hillary Clinton(x)) → neutral
300,@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬is mentioned(x) → ¬is the target(x)) → neutral,∀x (¬(is related to Donald Trump(x) ∨ is related to China(x)) → ¬is related to Hillary Clinton(x)) → neutral,∀x (is mentioned(x) → ¬is Hillary Clinton(x)) → Criticism
301,SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target(x) ∧ ¬is Hillary Clinton(x)) → neutral,∀x (¬(is a debt crisis(x) ∧ is a currency(x) ∧ implodes(x) ∧ is a nation(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬(is the target(x) ∧ is Hillary Clinton(x))) → neutral
302,#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬is mentioned(x) → ¬is the target (""Hillary Clinton"")(x)) → neutral",∀x (¬(is China(x) ∧ wants the yuan to replace the US dollar(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∧ is referenced(x) ∧ is China(x) ∧ wants the yuan to replace the US dollar(x)) → ¬is Hillary Clinton(x)) → neutral
303,@HRCSnowShovel it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → has an anti-LGBT rights record(x)) → is opposed(x) → opposed,∃x (has a record(x) ∧ is anti-LGBT rights(x) ∧ is the target(x)) → opposed,∀x (is Hillary Clinton(x) → has an anti-LGBT rights record(x)) → is opposed(x) → opposed,∃x (is Hillary Clinton(x) ∧ has an anti-LGBT rights record(x) ∧ is the target(x)) → opposed
304,#HillaryClinton We've all been waiting for your rainbow-striped pantsuit #fashionista #LoveWins,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ wears a rainbow-striped pantsuit(x))) → support,is Hillary Clinton(Hillary Clinton) ∧ (is described positively(is a pantsuit(Hillary Clinton))) → support,∀x (is Hillary Clinton(x) → (is fashionable(x) ∧ is associated with love(x) ∧ is associated with a rainbow-striped pantsuit(x))) → support,∀x (is Hillary Clinton(x) → (is fashionable(x) ∧ is associated with love(x) ∧ is associated with a rainbow-striped pantsuit(x))) → support
305,@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target ""Hillary Clinton""(x)) → neutral",∀x (is criticized(x) ∧ ¬proposes solutions(x) → will lose(x)) → ¬is neutral(x) → neutral,∀x (is criticized(x) ∧ ¬proposes solutions(x) → will lose(x)) → ¬is neutral(x) → neutral
306,I always joke about anything political bc if I were serious I'd end up offending people and not realize it.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (jokes about things(x) ∧ is political(x) ∧ ¬references the target(x)) → 's attitude is neutral towards the target(x) → neutral,∀x (is political(x) ∧ is joked about(x) ∧ ¬is serious(x) ∧ ¬offends people(x) → ¬is Hillary Clinton(x)) → neutral,∀x (jokes about political things(x) ∧ ¬is serious(x) ∧ ¬offends people(x) → ¬is Hillary Clinton(x)) → neutral
307,My dad told me he's voting for Hillary. I'm so proud. LOL,Hillary Clinton,FAVOR,"∀x (is voting for y(x, Hillary Clinton) → is proud(x)) → support","∃x∃y (is voting for y(x,is Hillary Clinton(y)) ∧ is proud(z)) → support",∀x (is voting for Hillary Clinton(x) → is proud(x) ∧ is supportive(x)) → support,"∀x (is voting for(x, Hillary Clinton) → is proud(x)) → Support"
308,@dedicated_to_it i think the main problem is having your foot in your mouth in the first place.,Hillary Clinton,NONE,∀x (has their foot in their mouth(x) → ¬H(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (has their foot in their mouth(x) → ¬is Hillary Clinton(x)) → neutral,∀x (has their foot in their mouth(x) → ¬is Hillary Clinton(x)) → neutral
309,Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is opposed(x)) → opposed,Not Refer → neutral,Not Refer → neutral,∀x (is Hillary Clinton(x) → is opposed(x)) → opposed
310,I am just full of myself tonight #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target(x)) → neutral,∀x (is full of themselves(x) ∧ mentions Hillary Duff(x) → ¬is Hillary Clinton(x)) → neutral,∀x (is mentioned(x) ∨ is referenced(x) → ¬is Hillary Clinton(x)) → neutral
311,If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol,Hillary Clinton,FAVOR,∀x (is meeting Hillary Clinton(x) → (is happy(x) ∧ is admiring(x))) → support,"meets y(is the speaker,is happy) → (is happy(is the speaker) ∧ is an idol(is happy)) → support",∀x (is Hillary Clinton(x) → is supported(x)) → support,"∀x (meets(x, Hillary Clinton) → (is happy(x) ∧ admires(x, Hillary Clinton))) → Support"
312,"@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,FAVOR,∀x ((is proud of Hillary Clinton(x) ∧ shows support for Hillary Clinton(x) ∧ encourages Hillary Clinton(x)) → is doing good work(x)) → support,"∃x (epresses pride(x) ∧ epresses encouragement(x) ∧ is the target (""Hillary Clinton"")(x)) → support",∀x (is proud of Hillary Clinton(x) → supports Hillary Clinton(x)) → support,∀x ((is proud of Hillary Clinton(x) ∧ shows support for Hillary Clinton(x) ∧ encourages Hillary Clinton(x)) → is doing good work(x)) → support
313,@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS.,Hillary Clinton,AGAINST,"∀x (is lying about y(Hillary Clinton, Benghazi) ∧ is lying about y(Hillary Clinton, Clinton Foundation) ∧ (terrorist groups(ISIS) ∨ terrorist groups(Muslim) ∨ terrorist groups(ISIS) ∨ terrorist groups(S))) → is opposed(Hillary Clinton) → opposed",∃x (lies(x) ∧ is about Benghazi(x) ∧ has ties to terrorists(x) ∧ is Hillary Clinton(x)) → opposed,∀x (is Hillary Clinton(x) → ¬is lying(x) ∧ ¬(is Benghazi(x) ∧ is Clinton Foundation(x) ∧ is terrorist(x) ∧ is Muslim(x) ∧ is ISIS(x))) → opposed,"∀x (is lying about y(x, Benghazi) ∧ is lying about y(x, Clinton Foundation) ∧ (has ties to terrorists(x) ∧ (is ISIS(x) ∨ is Muslim(x) ∨ is ISIS(x)))) → is opposed(x) → opposed"
314,@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view?,Hillary Clinton,AGAINST,∀x (flip/flopped on the gay marriage issue(x) ∧ more votes available with 's current view(x)) → the attitude towards is Opposed(x) → opposed,∃x ('s view changed(x) ∧ flip-flopped(x) ∧ 's view changed for more votes(x) ∧ Hillary Clinton) → is opposed(x) → opposed,∀x (is Hillary Clinton(x) ∧ flip-flopped on gay marriage(x) → ¬is seeking votes(x)) → opposed,∃x (is Hillary Clinton(x) ∧ flip-flopped on gay marriage(x) ∧ changed view for more votes(x)) → opposed(x)
315,"@HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage.",Hillary Clinton,AGAINST,∀x ((lies(x) ∨ is hypocritical(x)) ∧ is a senator of NY(x) ∧ said they were opposed to gay marriage(x)) → opposed,"∃x (is Clinton(x) ∧ (lies(x) ∨ is hypocritical(x)) ∧ ∃y (is marriage(y) ∧ opposed y(x,y))) → opposed",∀x (is Hillary Clinton(x) ∧ (lied(x) ∨ is a hypocrite(x) ∨ opposes gay marriage(x))) → opposed,∀x (is Hillary Clinton(x) → (lies(x) ∨ is hypocritical(x) ∨ opposes gay marriage(x))) → opposed
316,@HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before.,Hillary Clinton,AGAINST,∀x ((is dishonest(x) ∧ flip-flops on an issue(x)) ∧ is opposed to an issue(x)) → opposed,∃x (is Hillary Clinton(x) ∧ (flip flopped(x) ∨ was opposed(x)) ∧ is criticized(x)) → opposed,∀x (is dishonest(x) ∧ has flip-flopped on an issue(x) → is opposed(x)) → opposed,∀x ((is Hillary Clinton(x) ∧ (is dishonest(x) ∧ flip-flops on an issue(x)) ∧ is opposed to an issue(x)) → opposed
317,@LaureneDiCillo @NBCNews @dl34l And why are major media outlets not exposing Hillary's blatant flip flopping on this issue.,Hillary Clinton,AGAINST,"∀x ((is a major media outlet(x) ∧ ¬eposes someone(x, Hillary Clinton)) → flip flops on an issue(Hillary Clinton)) → opposed",∃x (flip flops on issues(x) ∧ is Hillary Clinton(x)) ∧ ¬eposes issues(x) ∧ is major media outlets(x) → opposed,∀x (is Hillary Clinton(x) ∧ is flip-flopping on an issue(x) → ¬is a major media outlet(x)) → opposed,"∀x ((is a major media outlet(x) ∧ ¬exposes(x, Hillary Clinton)) → flip flops on an issue(Hillary Clinton)) → opposed"
318,WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target (""Hillary Clinton"")(x)) → neutral",∀x (is ready for a day of action(x) → ¬is Hillary Clinton(x)) → neutral,∀x (is ready for a day of action(x) → ¬is Hillary Clinton(x)) → neutral
319,@DRUDGE_REPORT We haven't even had the elections yet.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬is mentioned(x) → ¬is the target ""Hillary Clinton""(x)) → neutral",∀x (¬is an election(x) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) → is Hillary Clinton(x))) → neutral
320,"96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC",Hillary Clinton,FAVOR,"∀x ((is a commit card(x) ∧ is for Hillary(x) ∧ is collected(x) ∧ is in Greenville, SC(x))) → support","had commit cards collected(Hillary Clinton) ∧ is in South Carolina (SC)(Greenville, SC) → support",∀x (collects commit cards(x) → is supported(x)) → support,"∃x (is commit card(x) ∧ is for Hillary Clinton(x) ∧ is collected(x) ∧ is in Greenville, SC(x)) → support"
321,"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → is supported(x)) → support,is canvassing(Hillary Clinton) ∧ is joining(Hillary Clinton) → is supportive of(Hillary Clinton) → support,∀x (is Hillary Clinton(x) → is a supporter of Hillary Clinton(x)) → support,"∀x (is canvassing(x, Hillary Clinton) ∧ is joining(x, Hillary Clinton) → is supportive of(x, Hillary Clinton)) → support"
322,Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,AGAINST,∀x (¬is Hillary Clinton(x) → ¬is desirable(x)) → opposed,"∃x(is Hillary Clinton(x) ∧ opposes y(speaker, x) ∧ is in the White House(x)) → opposed",∀x (is Hillary Clinton(x) → ¬is in the White House(x)) → opposed,∀x (is Hillary Clinton(x) → ¬is desirable(x)) → opposed
323,@HillaryClinton Where are the #LGBT pride condoms #BillClinton used when he assaulted #MonicaLewinsky? #HillaryClinton #tlot,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is negative(x) ∧ is accusatory(x)) → is opposed(x)) → opposed,Not Refer → neutral,Not Refer → neutral,∀x ((mentions(x) ∧ negative(x) ∧ accusatory(x)) → opposed(x)) → opposed
324,Fox News predicting 3 way marriage-gee we have the Mormons for that! #morningjoe #unitedblue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target (""Hillary Clinton"")(x)) → neutral",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral
325,@philadper2014 @LouiseKatina Hillary's New Campaign slogan is: HILLARY - NOTHING TO HIDE BUT THE TRUTH! #tcot #WakeUpAmerica,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is a slogan(x)) → is a campaign slogan(x)) → support,∃x(is a campaign slogan(x) ∧ suggests having nothing to hide but the truth(x) ∧ is Hillary Clinton(x)) → support,"∀x (is Hillary Clinton(x) ∧ has a campaign slogan(x) ∧ 's campaign slogan is ""NOTHING TO HIDE BUT THE TRUTH""(x)) → Support(x) → support",∃x (is a campaign slogan(x) ∧ suggests having nothing to hide but the truth(x) ∧ is associated with Hillary Clinton(x)) → Support
326,Madam President Clinton; you have all the gays vote. #jarrid,Hillary Clinton,FAVOR,∀x (is President Clinton(x) ∧ has the support of the gay community(x)) → support,"holds the office of President(""Madam President Clinton"") ∧ is Clinton(""Madam President Clinton"") → the sentence is supportive of(Hillary Clinton) → support",∀x (is a president(x) ∧ has the support of the LGBTQ+ community(x) → is Hillary Clinton(x)) → support,∀x (holds the office of President(x) ∧ has the support of the LGBTQ+ community(x)) → supportive of(Hillary Clinton)
327,@debaterlife took me a minute to realize where this came from,Hillary Clinton,NONE,∀x (is related to Hillary Clinton(x) → is neutral(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (is related to Hillary Clinton(x) → is neutral(x)) → neutral
328,@gerfingerpoken @jjauthor one can only hope,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬is mentioned(x) → ¬epresses an attitude(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral
329,@ReCorwin She didn't even answer with a complete sentence LOL. #Legend,Hillary Clinton,NONE,∀x ((is a user(x) ∧ criticizes(x)) ∧ ¬answers with a complete sentence(x) ∧ finds it amusing(x)) → is opposed(x) → opposed,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the target Hillary Clinton(x)) → neutral,∀x (didn't answer with a complete sentence(x) ∧ finds it amusing(x) → ¬is Hillary Clinton(x)) → neutral,∀x (is mentioned(x) → (is a user(x) ∧ criticizes(x) ∧ ¬answers with a complete sentence(x) ∧ finds it amusing(x))) → neutral
330,"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∃x(is the epected winner in 2016(x) ∧ is Clinton(x) ∧ causes tears/broken hearts(x)) → opposed,∀x (¬(is mentioned(x) ∧ is relevant to the target(x)) → ¬has broken hearts(x)) → neutral,∀x (is mentioned(x) → is Hillary Clinton(x)) → neutral
331,@HillaryClinton So what's your goal for setting up victims for #BillClinton to assault? #HillaryClinton #ChelseasMom #tlot,Hillary Clinton,AGAINST,"∀x ((is a victim(x) ∧ is set up by y(x, BillClinton)) → is assaulted(x)) ∧ is opposed(HillaryClinton) → opposed",Not Refer → neutral,Not Refer → neutral,∀x ((is a victim(x) ∧ is set up by BillClinton(x)) → is assaulted(x)) ∧ is opposed(HillaryClinton) → opposed
332,Thanks @Chefs4Hillary for amazing noms for canvassing #FITN,Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → is supportive(x)) → support,is thanked(is an organization(x)) ∧ provided food(is an organization(x)) ∧ is an organization(x) = Chefs4Hillary ∧ #FITN ∧ #FITN = is Hillary Clinton(x) → is supportive of target(is Hillary Clinton(x)) → support,∀x (is thanked(x) ∧ is canvassing(x) ∧ is food(x) → is supported(x)) → support,∀x (is thanked(x) ∧ is canvassing(x) ∧ is food(x) → is supportive of target(x)) → support
